"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"4497","SM-DD44L_S34_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4498","SM-DD44L_S35_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4499","SM-DD44L_S36_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4500","SM-DD44L_S37_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4501","SM-DD44L_S38_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4502","SM-DD44L_S39_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4503","SM-DD44L_S40_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4504","SM-DD44L_S41_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"4505","SM-DD44L_S42_E1-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"4506","SM-DD44L_S43_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4507","SM-DD44L_S44_E1-50",21,28,20,-1,21,28,20,-1,21,28,20,-1,21,28,20,-1,21,18,20,15
"4508","SM-DD44L_S45_E1-50",10,5,16,15,10,5,16,13,10,5,16,12,10,5,5,3,10,5,5,3
"4509","SM-DD44L_S46_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4510","SM-DD44L_S47_E1-50",21,28,20,-1,21,28,20,-1,21,28,20,-1,21,28,20,-1,21,18,20,15
"4511","SM-DD44L_S48_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"4512","SM-DD44N_S01_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4513","SM-DD44N_S02_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"4514","SM-DD44N_S03_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4515","SM-DD44N_S04_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4516","SM-DD44N_S05_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4517","SM-DD44N_S06_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4518","SM-DD44N_S07_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4519","SM-DD44N_S08_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4520","SM-DD44N_S09_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4521","SM-DD44N_S10_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"4522","SM-DD44N_S11_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4523","SM-DD44N_S12_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4524","SM-DD44N_S13_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"4525","SM-DD44N_S14_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"4526","SM-DD44N_S15_E1-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"4527","SM-DD44N_S17_E1-50",21,25,13,-1,21,25,13,-1,21,25,13,-1,21,25,13,-1,21,17,13,9
"4528","SM-DD44N_S18_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4529","SM-DD44N_S19_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"4530","SM-DD44N_S20_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4531","SM-DD44N_S21_E1-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"4532","SM-DD44N_S22_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4533","SM-DD44N_S23_E1-50",10,29,16,15,10,29,16,13,10,29,16,12,10,5,5,3,10,5,5,3
"4534","SM-DD44N_S24_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4535","SM-DD44N_S25_E1-50",21,25,27,-1,21,25,27,-1,21,25,27,-1,21,25,27,-1,21,17,13,9
"4536","SM-DD44N_S26_E1-50",21,28,20,-1,21,28,20,-1,21,28,20,-1,21,28,20,-1,21,18,20,15
"4537","SM-DD44N_S27_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4538","SM-DD44N_S28_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"4539","SM-DD44N_S29_E1-50",21,18,20,-1,21,18,20,-1,21,18,20,-1,21,18,20,-1,21,18,20,15
"4540","SM-DD44N_S30_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"4541","SM-DD44N_S31_E1-50",11,29,15,-1,11,29,15,-1,11,29,15,-1,11,5,9,-1,10,5,9,-1
"4542","SM-DD44N_S32_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4543","SM-DD44N_S33_E1-50",10,29,16,15,10,29,16,13,10,29,16,12,10,5,5,3,10,5,5,3
"4544","SM-DD44N_S34_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4545","SM-DD44N_S35_E1-50",10,30,16,15,10,30,16,13,10,29,16,12,10,5,5,3,10,5,5,3
"4546","SM-DD44N_S36_E1-50",20,25,13,-1,20,25,13,-1,20,25,13,-1,20,25,13,-1,20,17,13,9
"4547","SM-DD44N_S37_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"4548","SM-DD44N_S38_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"4549","SM-DD44N_S39_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"4550","SM-DD44N_S40_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"4551","SM-DD44N_S41_E1-50",21,28,20,-1,21,28,20,-1,21,28,20,-1,21,28,20,-1,21,18,20,15
"4552","SM-DD44N_S42_E1-50",10,29,15,14,10,29,15,12,10,29,15,5,10,5,9,-1,10,5,9,-1
"4553","SM-DD44N_S43_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"4554","SM-DD44N_S44_E1-50",10,5,16,15,10,5,16,13,10,5,16,12,10,5,5,3,10,5,5,3
"4555","SM-DD44N_S45_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"4556","SM-DD44N_S46_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4557","SM-DD44N_S47_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"4558","SM-DD44N_S48_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"4559","SM-DD44N_S49_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"4560","SM-DD44N_S50_E1-50",9,16,2,1,9,16,2,2,9,16,2,-1,9,16,2,-1,8,16,2,-1
"4561","SM-DD44N_S51_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4562","SM-DD44N_S52_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4563","SM-DD44N_S53_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4564","SM-DD44N_S54_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4565","SM-DD44N_S55_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4566","SM-DD44N_S56_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4567","SM-DD44O_S01_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"4568","SM-DD44O_S02_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4569","SM-DD44O_S03_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4570","SM-DD44O_S04_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4571","SM-DD44O_S05_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4572","SM-DD44O_S06_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4573","SM-DD44O_S07_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4574","SM-DD44O_S08_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4575","SM-DD44O_S09_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"4576","SM-DD44O_S10_E1-50",9,16,23,-1,9,16,23,-1,9,16,23,-1,9,16,23,-1,8,16,14,-1
"4577","SM-DD44O_S11_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4578","SM-DD44O_S12_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4579","SM-DD44O_S13_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4580","SM-DD44O_S14_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"4581","SM-DD44O_S15_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"4582","SM-DD44O_S16_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"4583","SM-DD44P_S48_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4584","SM-DD44P_S49_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4585","SM-DD44P_S50_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4586","SM-DD44P_S51_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4587","SM-DD44P_S52_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4588","SM-DD44P_S53_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4589","SM-DD44P_S54_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4590","SM-DD44P_S55_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4591","SM-DD44P_S56_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4592","SM-DD44P_S57_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4593","SM-DD44P_S58_E1-50",1,11,10,-1,1,11,10,-1,1,11,10,-1,1,11,10,-1,1,11,10,1
"4594","SM-DD44P_S59_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4595","SM-DD44P_S60_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4596","SM-DD44P_S61_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4597","SM-DD44P_S62_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4598","SM-DD44P_S63_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4599","SM-DD44P_S64_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4600","SM-DD44Q_S65_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4601","SM-DD44Q_S66_E1-50",14,11,10,-1,14,11,10,-1,14,11,10,-1,14,11,10,5,14,11,10,5
"4602","SM-DD44Q_S67_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4603","SM-DD44Q_S68_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4604","SM-DD44Q_S69_E1-50",14,11,10,-1,14,11,10,-1,14,11,10,-1,14,11,10,5,14,11,10,5
"4605","SM-DD44Q_S70_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4606","SM-DD44Q_S71_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4607","SM-DD44Q_S72_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4608","SM-DD44Q_S80_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4609","SM-DD44R_S57_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4610","SM-DD44R_S58_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4611","SM-DD44R_S59_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4612","SM-DD44R_S60_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4613","SM-DD44R_S63_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4614","SM-DD44R_S64_E1-50",18,2,28,-1,18,2,28,-1,18,2,28,-1,18,2,28,-1,18,2,28,-1
"4615","SM-DD44R_S68_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4616","SM-DD44R_S69_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4617","SM-DD44R_S70_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4618","SM-DD44R_S71_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4619","SM-DD44R_S72_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4620","SM-DD44S_S81_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4621","SM-DD44S_S82_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4622","SM-DD44S_S83_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4623","SM-DD44S_S84_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4624","SM-DD44S_S85_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4625","SM-DD44S_S86_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4626","SM-DD44S_S87_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4627","SM-DD44S_S88_E1-50",18,2,28,-1,18,2,28,-1,18,2,28,-1,18,2,28,-1,18,2,28,-1
"4628","SM-DD44S_S89_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4629","SM-DD44S_S90_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4630","SM-DD44S_S91_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4631","SM-DD44S_S92_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4632","SM-DD44S_S93_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4633","SM-DD44S_S94_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4634","SM-DD44S_S95_E1-50",14,23,10,10,14,23,10,8,14,23,10,9,14,21,10,5,14,21,10,5
"4635","SM-DD44S_S96_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"4636","SM-GE631_S001_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4637","SM-GE631_S002_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4638","SM-GE631_S003_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4639","SM-GE631_S004_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4640","SM-GE631_S005_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4641","SM-GE631_S006_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4642","SM-GE631_S007_E1-50",1,11,21,-1,1,11,21,-1,1,11,21,-1,1,11,10,-1,1,11,10,1
"4643","SM-GE631_S008_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4644","SM-GE631_S009_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4645","SM-GE631_S010_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4646","SM-GE631_S011_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4647","SM-GE631_S012_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4648","SM-GE631_S013_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4649","SM-GE631_S014_E1-50",2,11,21,-1,2,11,21,-1,2,11,21,1,2,11,10,1,1,11,10,1
"4650","SM-GE631_S015_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4651","SM-GE631_S016_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4652","SM-GE631_S107_E1-50",1,11,21,-1,1,11,21,-1,1,11,21,-1,1,11,10,-1,1,11,10,1
"4653","SM-GE631_S108_E1-50",1,11,21,-1,1,11,21,-1,1,11,21,-1,1,11,10,-1,1,11,10,1
"4654","SM-GE631_S109_E1-50",2,11,21,-1,2,11,21,-1,2,11,21,1,2,11,10,1,1,11,10,1
"4655","SM-GE631_S110_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4656","SM-GE631_S111_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4657","SM-GE631_S112_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4658","SM-GE63U_S002_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4659","SM-GE63U_S003_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4660","SM-GE63U_S004_E1-50",2,11,21,-1,2,11,21,-1,2,11,21,1,2,11,10,1,1,11,10,1
"4661","SM-GE63U_S005_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4662","SM-GE63U_S006_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4663","SM-GE63U_S007_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4664","SM-GE63U_S008_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4665","SM-GE63U_S009_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4666","SM-GE63U_S010_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4667","SM-GE63U_S011_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4668","SM-GE63U_S012_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4669","SM-GE63U_S013_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4670","SM-GE63U_S014_E1-50",2,11,21,-1,2,11,21,-1,2,11,21,1,2,11,10,1,1,11,10,1
"4671","SM-GE63U_S015_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4672","SM-GE63U_S016_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4673","SM-GE63U_S017_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4674","SM-GE63U_S018_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4675","SM-GE63U_S019_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4676","SM-GE63U_S020_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4677","SM-GE63U_S021_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4678","SM-GE63U_S022_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4679","SM-GE63U_S023_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4680","SM-GE63U_S024_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4681","SM-GE63U_S025_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4682","SM-GE63U_S026_E1-50",2,22,21,9,2,13,21,1,2,11,21,1,2,11,10,1,1,11,10,1
"4683","SM-GE63U_S027_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4684","SM-GE63U_S028_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4685","SM-GE63U_S029_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4686","SM-GE63U_S030_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4687","SM-GE63U_S031_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4688","SM-GE63U_S032_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4689","SM-GE63U_S033_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4690","SM-GE63U_S034_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4691","SM-GE63U_S035_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4692","SM-GE63U_S036_E1-50",1,11,21,-1,1,11,21,-1,1,11,21,-1,1,11,10,-1,1,11,10,1
"4693","SM-GE63U_S037_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4694","SM-GE63U_S038_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4695","SM-GE63U_S039_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4696","SM-GE63U_S040_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4697","SM-GE63U_S041_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4698","SM-GE63U_S042_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4699","SM-GE63U_S097_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4700","SM-GE63U_S098_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4701","SM-GE63U_S099_E1-50",14,23,21,10,14,23,21,8,14,23,21,9,14,21,10,5,14,21,10,5
"4702","SM-GE63U_S101_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4703","SM-GE63U_S102_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4704","SM-GE63U_S103_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4705","SM-GE63U_S104_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4706","SM-GE63U_S105_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4707","SM-GE63U_S106_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4708","SM-GE63U_S107_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4709","SM-GE63U_S108_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4710","SM-GE63U_S109_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4711","SM-GE63U_S110_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4712","SM-GE63U_S111_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"4713","SM-GE63U_S112_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4714","SM-GE63U_S113_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4715","SM-GE63U_S114_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4716","SM-GE63U_S115_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4717","SM-GE63U_S117_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4718","SM-GE63U_S118_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4719","SM-GE63U_S119_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"4720","SM-GE63U_S120_E1-50",14,11,21,-1,14,11,21,-1,14,11,21,-1,14,11,10,5,14,11,10,5
"4721","SM-GE63K_S073_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4722","SM-GE63K_S074_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4723","SM-GE63K_S075_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"4724","SM-GE63K_S076_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
