"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"1","LS-15395_S41_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"2","LS-15395_S42_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"3","LS-15395_S43_E1-50",22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1
"4","LS-15395_S44_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"5","LS-15395_S46_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"6","LS-15395_S47_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"7","LS-15395_S48_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"8","LS-15395_S49_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"9","LS-15395_S50_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"10","LS-15395_S51_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"11","LS-15395_S52_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"12","LS-15395_S53_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"13","LS-15395_S54_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"14","LS-15395_S55_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"15","LS-15395_S56_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"16","LS-15396_S41_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"17","LS-15396_S42_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"18","LS-15396_S43_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"19","LS-15396_S45_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"20","LS-15396_S46_E1-50",10,30,16,15,10,30,16,13,10,29,16,12,10,5,5,3,10,5,5,3
"21","LS-15396_S47_E1-50",7,16,17,-1,7,16,17,-1,7,16,17,-1,7,16,2,-1,5,16,2,-1
"22","LS-15396_S48_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"23","LS-15396_S49_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"24","LS-15396_S52_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"25","LS-15396_S53_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"26","LS-15396_S54_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"27","LS-15396_S55_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"28","LS-15396_S56_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"29","LS-15396_S57_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"30","LS-15396_S58_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"31","LS-15396_S59_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"32","LS-15396_S60_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"33","LS-15396_S61_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"34","LS-15396_S62_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"35","LS-15396_S63_E1-50",6,16,17,-1,6,16,17,-1,6,16,17,-1,6,16,2,-1,3,16,2,8
"36","LS-15396_S64_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"37","LS-15396_S73_E1-50",21,25,13,-1,21,25,13,-1,21,25,13,-1,21,25,13,-1,21,17,13,9
"38","LS-15396_S74_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"39","LS-15396_S75_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"40","LS-15396_S76_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"41","LS-15396_S77_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"42","LS-15396_S78_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"43","LS-15396_S79_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"44","LS-15396_S80_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"45","LS-15396_S81_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"46","LS-15396_S82_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"47","LS-15396_S83_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"48","LS-15396_S84_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"49","LS-15396_S85_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"50","LS-15396_S86_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"51","LS-15396_S87_E1-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"52","LS-15396_S88_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"53","LS-15398_S17_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"54","LS-15398_S18_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"55","LS-15398_S19_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"56","LS-15398_S20_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"57","LS-15398_S21_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"58","LS-15398_S22_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"59","LS-15398_S23_E1-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"60","LS-15398_S24_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"61","LS-15398_S25_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"62","LS-15398_S26_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"63","LS-15398_S27_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"64","LS-15398_S28_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"65","LS-15398_S29_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"66","LS-15398_S30_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"67","LS-15398_S31_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"68","LS-15398_S32_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"69","LS-15500_S09_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"70","LS-15500_S10_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"71","LS-15500_S11_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"72","LS-15500_S12_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"73","LS-15500_S13_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"74","LS-15500_S14_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"75","LS-15500_S15_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"76","LS-15500_S16_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"77","LS-15500_S18_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"78","LS-15500_S19_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"79","LS-15500_S20_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"80","LS-15500_S21_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"81","LS-15500_S22_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"82","LS-15500_S23_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"83","LS-15500_S24_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"84","LS-15500_S25_E1-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"85","LS-15500_S26_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"86","LS-15500_S27_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"87","LS-15500_S28_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"88","LS-15500_S29_E1-50",18,27,7,11,18,27,7,9,18,27,7,10,18,27,7,10,18,27,7,11
"89","LS-15500_S30_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"90","LS-15500_S31_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"91","LS-15500_S32_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"92","LS-15501_S25_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"93","LS-15501_S26_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"94","LS-15501_S28_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"95","LS-15501_S29_E1-50",25,10,4,3,25,10,4,4,25,10,4,4,25,10,4,6,25,10,4,7
"96","LS-15501_S30_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"97","LS-15501_S31_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"98","LS-15501_S32_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"99","LS-15501_S33_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"100","LS-15501_S34_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"101","LS-15501_S35_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"102","LS-15501_S37_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"103","LS-15501_S38_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"104","LS-15501_S39_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"105","LS-15501_S40_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"106","LS-15501_S42_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"107","LS-15501_S43_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"108","LS-15501_S44_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"109","LS-15501_S45_E1-50",24,16,6,5,24,16,6,5,24,16,6,6,24,16,6,7,24,16,6,10
"110","LS-15501_S46_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"111","LS-15501_S47_E1-50",18,2,28,-1,18,2,28,-1,18,2,28,-1,18,2,28,-1,18,2,28,-1
"112","LS-15501_S48_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"113","LS-15501_S73_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"114","LS-15501_S74_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"115","LS-15501_S75_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"116","LS-15501_S76_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"117","LS-15501_S77_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"118","LS-15501_S78_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"119","LS-15501_S80_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"120","LS-15501_S81_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"121","LS-15501_S82_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"122","LS-15501_S83_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"123","LS-15501_S84_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"124","LS-15501_S85_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"125","LS-15501_S86_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"126","LS-15501_S87_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"127","LS-15501_S88_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"128","LS-15510_S01_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"129","LS-15510_S02_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"130","LS-15510_S03_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"131","LS-15510_S04_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"132","LS-15510_S05_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"133","LS-15510_S06_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"134","LS-15510_S07_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"135","LS-15510_S08_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"136","LS-15510_S09_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"137","LS-15510_S10_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"138","LS-15510_S11_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"139","LS-15510_S12_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"140","LS-15510_S13_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"141","LS-15510_S14_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"142","LS-15510_S15_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"143","LS-15510_S16_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"144","LS-15510_S17_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"145","LS-15510_S18_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"146","LS-15510_S19_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"147","LS-15510_S20_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"148","LS-15510_S21_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"149","LS-15510_S22_E1-50",22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1
"150","LS-15510_S23_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"151","LS-15510_S24_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"152","LS-15510_S25_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"153","LS-15510_S26_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"154","LS-15510_S27_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"155","LS-15510_S28_E1-50",2,22,26,9,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"156","LS-15510_S29_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"157","LS-15510_S30_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"158","LS-15510_S31_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"159","LS-15510_S32_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"160","LS-15510_S33_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"161","LS-15510_S34_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"162","LS-15510_S35_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"163","LS-15510_S36_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"164","LS-15510_S37_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"165","LS-15510_S38_E1-50",2,13,26,4,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"166","LS-15510_S39_E1-50",2,22,26,9,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"167","LS-15520_S01_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"168","LS-15520_S02_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"169","LS-15520_S03_E1-50",8,19,2,-1,8,19,2,-1,8,14,2,-1,8,14,2,2,8,14,2,2
"170","LS-15520_S04_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"171","LS-15520_S05_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"172","LS-15520_S06_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"173","LS-15520_S07_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"174","LS-15520_S08_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"175","LS-15520_S09_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"176","LS-15520_S10_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"177","LS-15520_S11_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"178","LS-15520_S12_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"179","LS-15520_S13_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"180","LS-15520_S14_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"181","LS-15520_S15_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"182","LS-15520_S16_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"183","LS-15520_S33_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"184","LS-15520_S34_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"185","LS-15520_S35_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"186","LS-15520_S37_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"187","LS-15520_S38_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"188","LS-15520_S39_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"189","LS-15520_S40_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"190","LS-15520_S41_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"191","LS-15520_S42_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"192","LS-15520_S43_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"193","LS-15520_S44_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"194","LS-15520_S45_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"195","LS-15520_S46_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"196","LS-15520_S48_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"197","LS-15520_S49_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"198","LS-15520_S50_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"199","LS-15520_S51_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"200","LS-15520_S52_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"201","LS-15521_S01_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"202","LS-15521_S02_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"203","LS-15521_S03_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"204","LS-15521_S04_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"205","LS-15521_S05_E1-50",24,2,6,5,24,2,6,5,24,2,6,6,24,2,6,7,24,2,6,10
"206","LS-15521_S06_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"207","LS-15521_S07_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"208","LS-15521_S08_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"209","LS-15521_S09_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"210","LS-15521_S10_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"211","LS-15521_S11_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"212","LS-15521_S12_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"213","LS-15521_S13_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"214","LS-15521_S14_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"215","LS-15521_S15_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"216","LS-15521_S16_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"217","LS-15521_S35_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"218","LS-15521_S36_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"219","LS-15521_S37_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"220","LS-15521_S38_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"221","LS-15521_S39_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"222","LS-15521_S41_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"223","LS-15521_S42_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"224","LS-15521_S43_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"225","LS-15521_S44_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"226","LS-15521_S45_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"227","LS-15521_S46_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"228","LS-15521_S47_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"229","LS-15521_S48_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"230","LS-15522_S01_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"231","LS-15522_S02_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"232","LS-15522_S03_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"233","LS-15522_S04_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"234","LS-15522_S06_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"235","LS-15522_S07_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"236","LS-15522_S08_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"237","LS-15522_S13_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"238","LS-15522_S14_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"239","LS-15522_S15_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"240","LS-15522_S49_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
