"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"228","SM-GE64S_S077_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229","SM-GE64S_S078_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"230","SM-GE64S_S079_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"231","SM-GE64S_S080_E1-50",28,2,6,4,28,2,6,3,28,2,6,3,28,2,6,5,28,2,6,7
"232","SM-GE64S_S082_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"233","SM-GE64S_S083_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"234","SM-GE64S_S084_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"235","SM-GE64S_S085_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"236","SM-GE64S_S086_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"237","SM-GE64S_S087_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"238","SM-GE64S_S088_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"239","SM-GE64S_S089_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"240","SM-GE64S_S090_E1-50",1,15,1,2,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"241","SM-GE64S_S091_E1-50",1,7,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"242","SM-GE64S_S092_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"243","SM-GE64S_S093_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"244","SM-GE64S_S094_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"245","SM-GE64S_S095_E1-50",25,11,1,-1,25,1,1,-1,25,1,1,1,25,1,1,-1,25,1,1,-1
"246","SM-GE64S_S096_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"247","SM-GE64S_S097_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"248","SM-GE64S_S098_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"249","SM-GE64S_S099_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"250","SM-GE64S_S100_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"251","SM-GE64S_S101_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"252","SM-GE64S_S102_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"253","SM-GE64S_S103_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"254","SM-GE64S_S104_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"255","SM-GE64S_S105_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"256","SM-GE64S_S106_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"257","SM-GE64S_S107_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"258","SM-GE64S_S108_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"259","SM-GE64S_S109_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"260","SM-GE64S_S110_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"261","SM-GE64S_S111_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"262","SM-GE64S_S112_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"263","SM-GE64S_S113_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"264","SM-GE64S_S114_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"265","SM-GE64S_S115_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"266","SM-GE64S_S116_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"267","SM-GE64S_S117_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"268","SM-GE64S_S118_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"269","SM-GE64S_S119_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"270","SM-GE64S_S120_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"271","SM-GE64S_S129_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"272","SM-GE64S_S130_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"273","SM-GE64S_S131_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"274","SM-GE64S_S132_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"275","SM-GE64S_S133_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"276","SM-GE64S_S134_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"277","SM-GE64S_S135_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"278","SM-GE64S_S136_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"279","SM-GE64S_S137_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"280","SM-GE64S_S138_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"281","SM-GE64S_S139_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"282","SM-GE64S_S140_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"283","SM-GE64S_S141_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"284","SM-GE64S_S142_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"285","SM-GE64S_S143_E1-50",17,20,7,5,17,20,7,4,17,20,7,4,17,4,7,6,16,4,7,6
"286","SM-GE64S_S144_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"287","SM-GE64S_S145_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"288","SM-GE64S_S146_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"289","SM-GE64S_S147_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"290","SM-GE64S_S148_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"291","SM-GE64S_S149_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"292","SM-GE64S_S150_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"293","SM-GE64S_S151_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"294","SM-GE64S_S152_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"295","SM-GE64S_S153_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"296","SM-GE64S_S154_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"297","SM-GE64S_S155_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"298","SM-GE64S_S156_E1-50",4,11,1,-1,4,1,1,-1,4,1,1,1,1,1,1,1,1,1,1,1
"299","SM-GE64S_S157_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"300","SM-GE64S_S158_E1-50",2,7,1,-1,2,7,1,-1,2,1,1,1,2,1,1,-1,1,1,1,1
"301","SM-GE64S_S159_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"302","SM-GE64S_S161_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"303","SM-GE64S_S162_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"304","SM-GE64S_S163_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"305","SM-GE64S_S165_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"306","SM-GE64S_S166_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307","SM-GE64S_S167_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"308","SM-GE64S_S168_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"309","SM-GE64S_S169_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"310","SM-GE64S_S170_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"311","SM-GE64S_S171_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"312","SM-GE64S_S173_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"313","SM-GE64S_S174_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"314","SM-GE64S_S175_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"315","SM-GE64S_S177_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"316","SM-GE64S_S178_E1-50",25,17,14,16,25,17,14,15,25,17,14,15,25,17,14,14,25,17,14,15
"317","SM-GE64S_S179_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"318","SM-GE64S_S180_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"319","SM-GE64S_S181_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"320","SM-GE64S_S182_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"321","SM-GE64S_S183_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"322","SM-GE64S_S184_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323","SM-GE64S_S185_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"324","SM-GE64S_S186_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"325","SM-GE64S_S187_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"326","SM-GE64S_S188_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"327","SM-GE64S_S189_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"328","SM-GE64S_S190_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"329","SM-GE64S_S192_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330","SM-GE64T_S001_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"331","SM-GE64T_S002_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"332","SM-GE64T_S003_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"333","SM-GE64T_S004_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"334","SM-GE64T_S005_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"335","SM-GE64T_S006_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"336","SM-GE64T_S007_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"337","SM-GE64T_S008_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"338","SM-GE64T_S009_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"339","SM-GE64T_S010_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"340","SM-GE64T_S011_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"341","SM-GE64T_S012_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"342","SM-GE64T_S013_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"343","SM-GE64T_S014_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"344","SM-GE64T_S015_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"345","SM-GE64T_S016_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"346","SM-GE64T_S017_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"347","SM-GE64T_S018_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"348","SM-GE64T_S019_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"349","SM-GE64T_S020_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"350","SM-GE64T_S021_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"351","SM-GE64T_S022_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"352","SM-GE64T_S023_E1-50",13,16,9,9,13,16,9,8,13,16,9,8,13,16,9,8,12,16,9,8
"353","SM-GE64T_S024_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"354","SM-GE64T_S025_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"355","SM-GE64T_S026_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"356","SM-GE64T_S027_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"357","SM-GE64T_S028_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"358","SM-GE64T_S029_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"359","SM-GE64T_S030_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"360","SM-GE64T_S031_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"361","SM-GE64T_S032_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"362","SM-GE64T_S033_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"363","SM-GE64T_S034_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"364","SM-GE64T_S035_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"365","SM-GE64T_S036_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"366","SM-GE64T_S037_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"367","SM-GE64T_S038_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"368","SM-GE64T_S039_E1-50",9,13,3,13,9,13,3,12,9,13,3,12,8,13,3,3,8,2,3,3
"369","SM-GE64T_S040_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"370","SM-GE64T_S049_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"371","SM-GE64T_S050_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"372","SM-GE64T_S051_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"373","SM-GE64T_S052_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"374","SM-GE64T_S053_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"375","SM-GE64T_S054_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"376","SM-GE64T_S055_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"377","SM-GE64T_S056_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"378","SM-GE64T_S057_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"379","SM-GE64T_S058_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"380","SM-GE64T_S059_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"381","SM-GE64T_S060_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"382","SM-GE64T_S062_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"383","SM-GE64T_S063_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"384","SM-GE64T_S065_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"385","SM-GE64T_S067_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"386","SM-GE64T_S068_E1-50",28,12,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"387","SM-GE64T_S069_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"388","SM-GE64T_S071_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"389","SM-GE64T_S072_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"390","SM-GE64T_S073_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"391","SM-GE64T_S074_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"392","SM-GE64T_S075_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"393","SM-GE64T_S076_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"394","SM-GE64T_S077_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"395","SM-GE64T_S078_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"396","SM-GE64T_S079_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"397","SM-GE64T_S080_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"398","SM-GE64T_S081_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"399","SM-GE64T_S082_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"400","SM-GE64T_S083_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"401","SM-GE64T_S084_E1-50",1,15,1,2,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"402","SM-GE64T_S085_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"403","SM-GE64T_S086_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"404","SM-GE64T_S087_E1-50",16,3,8,-1,16,3,8,-1,16,3,8,-1,16,3,8,-1,16,3,8,-1
"405","SM-GE64T_S088_E1-50",1,7,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"406","SM-GE64T_S089_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"407","SM-GE64T_S090_E1-50",2,11,1,-1,2,1,1,-1,2,1,1,1,2,1,1,-1,1,1,1,1
"408","SM-GE64T_S091_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"409","SM-GE64T_S092_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"410","SM-GE64T_S093_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"411","SM-GE64T_S094_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"412","SM-GE64T_S095_E1-50",17,19,5,-1,17,19,5,-1,17,19,5,-1,17,19,5,-1,16,19,5,-1
"413","SM-GE64T_S096_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"414","SM-GE64T_S153_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"415","SM-GE64T_S154_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"416","SM-GE64T_S155_E1-50",1,7,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"417","SM-GE64T_S156_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"418","SM-GE64T_S157_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"419","SM-GE64T_S158_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"420","SM-GE64T_S159_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"421","SM-GE64T_S160_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"422","SM-GE64T_S162_E1-50",1,15,8,17,1,15,8,16,1,15,8,17,1,15,8,15,1,15,8,16
"423","SM-GE64T_S163_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"424","SM-GE64T_S164_E1-50",5,15,8,17,1,15,8,16,1,15,8,17,1,15,8,15,1,15,8,16
"425","SM-GE64T_S165_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"426","SM-GE64T_S166_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"427","SM-GE64T_S167_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"428","SM-GE64T_S168_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"429","SM-GE64T_S170_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"430","SM-GE64T_S171_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"431","SM-GE64T_S172_E1-50",22,23,8,15,22,23,8,14,22,23,8,14,22,23,8,13,22,23,8,14
"432","SM-GE64T_S174_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"433","SM-GE64T_S175_E1-50",11,4,5,-1,11,4,5,-1,11,4,5,-1,10,4,5,4,10,4,5,4
"434","SM-GE64T_S176_E1-50",17,20,7,5,17,20,7,4,17,20,7,4,17,4,7,6,16,4,7,6
"435","SM-GE64T_S177_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"436","SM-GE64T_S178_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"437","SM-GE64T_S179_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"438","SM-GE64T_S180_E1-50",22,19,11,12,22,19,11,11,22,19,11,11,22,19,11,11,22,19,11,11
"439","SM-GE64T_S181_E1-50",28,18,8,-1,28,18,8,-1,28,18,8,-1,28,18,8,-1,28,18,8,-1
"440","SM-GE64T_S183_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"441","SM-GE64T_S184_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"442","SM-GE64T_S185_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"443","SM-GE64T_S186_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"444","SM-GE64T_S187_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"445","SM-GE64T_S188_E1-50",5,15,8,17,1,15,8,16,1,15,8,17,1,15,8,15,1,15,8,16
"446","SM-GE64T_S189_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"447","SM-GE64T_S191_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"448","SM-GE64T_S192_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"449","SM-GE64U_S097_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"450","SM-GE64U_S099_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"451","SM-GE64U_S100_E1-50",5,15,1,3,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"452","SM-GE64U_S101_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"453","SM-GE64U_S102_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"454","SM-GE64U_S103_E1-50",2,15,1,-1,2,15,1,-1,2,15,1,-1,2,15,1,-1,1,15,1,1
"455","SM-GE64U_S104_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"456","SM-GE64U_S105_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"457","SM-GE64U_S106_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"458","SM-GE64U_S107_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"459","SM-GE64U_S108_E1-50",2,15,1,-1,2,15,1,-1,2,15,1,-1,2,15,1,-1,1,15,1,1
"460","SM-GE64U_S110_E1-50",5,15,1,3,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
