"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","sc3.33","Monocle.33","Seurat.33","sc3.66","Monocle.66","Seurat.66","sc3.90","Monocle.90","Seurat.90","sc3.Final","Monocle.Final","Seurat.Final"
"3274","SM-GE643_S099_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3275","SM-GE643_S100_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"3276","SM-GE643_S101_E1-50",10,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"3277","SM-GE643_S102_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"3278","SM-GE643_S103_E1-50",10,8,3,8,8,3,8,8,3,8,8,3,8,8,3
"3279","SM-GE643_S104_E1-50",8,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"3280","SM-GE643_S105_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"3281","SM-GE643_S106_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3282","SM-GE643_S108_E1-50",11,21,3,11,21,3,11,21,3,11,21,3,11,21,3
"3283","SM-GE643_S109_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3284","SM-GE643_S110_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3285","SM-GE643_S111_E1-50",8,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"3286","SM-GE643_S112_E1-50",12,21,7,12,21,7,11,21,7,11,21,7,11,21,7
"3287","SM-GE643_S121_E1-50",34,30,20,34,30,20,34,30,20,34,30,20,34,30,20
"3288","SM-GE643_S123_E1-50",34,30,20,34,30,20,34,30,20,34,30,20,34,30,20
"3289","SM-GE643_S125_E1-50",35,20,19,35,20,19,35,20,19,35,20,19,35,6,19
"3290","SM-GE643_S126_E1-50",28,6,21,28,6,21,28,6,21,28,6,21,28,6,21
"3291","SM-GE643_S127_E1-50",31,6,21,31,6,21,31,6,21,31,6,21,31,6,21
"3292","SM-GE643_S128_E1-50",34,30,20,34,30,20,34,30,20,34,30,20,34,30,20
"3293","SM-GE643_S129_E1-50",28,20,8,28,20,8,28,20,8,28,20,8,28,6,8
"3294","SM-GE643_S130_E1-50",28,6,21,28,6,21,28,6,21,28,6,21,28,6,21
"3295","SM-GE643_S131_E1-50",35,20,19,35,20,19,35,20,19,35,20,19,35,6,19
"3296","SM-GE643_S132_E1-50",35,20,19,35,20,19,35,20,19,35,20,19,35,6,19
"3297","SM-GE643_S134_E1-50",28,6,21,28,6,21,28,6,21,28,6,21,28,6,21
"3298","SM-GE643_S138_E1-50",7,27,2,7,27,2,6,27,2,6,27,2,6,13,2
"3299","SM-GE643_S139_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"3300","SM-GE643_S140_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3301","SM-GE643_S141_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"3302","SM-GE643_S142_E1-50",6,27,2,6,27,2,6,27,2,6,27,2,6,13,2
"3303","SM-GE643_S143_E1-50",17,1,5,17,1,5,17,1,5,16,1,5,16,1,5
"3304","SM-GE643_S144_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"3305","SM-GE644_S001_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3306","SM-GE644_S002_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"3307","SM-GE644_S003_E1-50",19,23,16,19,23,16,18,23,16,18,4,9,18,4,9
"3308","SM-GE644_S004_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3309","SM-GE644_S005_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3310","SM-GE644_S006_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3311","SM-GE644_S007_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3312","SM-GE644_S008_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3313","SM-GE644_S009_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3314","SM-GE644_S010_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3315","SM-GE644_S011_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3316","SM-GE644_S012_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3317","SM-GE644_S013_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3318","SM-GE644_S014_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3319","SM-GE644_S015_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3320","SM-GE644_S016_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3321","SM-GE644_S017_E1-50",19,23,16,19,23,16,18,23,16,18,4,9,18,4,9
"3322","SM-GE644_S018_E1-50",18,4,9,18,4,9,18,4,9,18,4,9,18,4,9
"3323","SM-GE644_S019_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3324","SM-GE644_S020_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"3325","SM-GE644_S021_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3326","SM-GE644_S022_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3327","SM-GE644_S023_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3328","SM-GE644_S024_E1-50",19,4,9,19,4,9,18,4,9,18,4,9,18,4,9
"3329","SM-GE644_S033_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3330","SM-GE644_S034_E1-50",13,26,8,13,26,8,13,26,8,13,26,8,11,13,8
"3331","SM-GE644_S035_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3332","SM-GE644_S036_E1-50",13,26,8,13,26,8,13,26,8,13,26,8,11,13,8
"3333","SM-GE644_S037_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3334","SM-GE644_S038_E1-50",13,26,8,13,26,8,13,26,8,13,26,8,11,13,8
"3335","SM-GE644_S039_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3336","SM-GE644_S040_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3337","SM-GE644_S041_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"3338","SM-GE644_S042_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3339","SM-GE644_S043_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3340","SM-GE644_S044_E1-50",18,4,9,18,4,9,18,4,9,18,4,9,18,4,9
"3341","SM-GE644_S045_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3342","SM-GE644_S046_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3343","SM-GE644_S047_E1-50",19,4,9,19,4,9,18,4,9,18,4,9,18,4,9
"3344","SM-GE644_S048_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"3345","SM-GE644_S049_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"3346","SM-GE644_S050_E1-50",8,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"3347","SM-GE644_S051_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3348","SM-GE644_S052_E1-50",15,26,1,15,26,1,15,26,1,15,26,1,11,13,1
"3349","SM-GE644_S053_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3350","SM-GE644_S054_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3351","SM-GE644_S055_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3352","SM-GE644_S056_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3353","SM-GE644_S057_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3354","SM-GE644_S058_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"3355","SM-GE644_S059_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3356","SM-GE644_S061_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3357","SM-GE644_S063_E1-50",36,17,7,36,17,7,36,17,7,36,17,7,36,17,7
"3358","SM-GE644_S064_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3359","SM-GE644_S065_E1-50",31,14,14,31,14,14,31,14,14,31,14,14,31,14,14
"3360","SM-GE644_S066_E1-50",26,13,8,26,13,8,26,13,8,26,13,8,3,13,8
"3361","SM-GE644_S067_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3362","SM-GE644_S071_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3363","SM-GE644_S072_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3364","SM-GE644_S073_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"3365","SM-GE644_S075_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3366","SM-GE644_S076_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3367","SM-GE644_S077_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"3368","SM-GE644_S078_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3369","SM-GE644_S079_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3370","SM-GE644_S080_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3371","SM-GE644_S081_E1-50",25,26,8,25,26,8,25,26,8,25,26,8,3,13,8
"3372","SM-GE644_S082_E1-50",7,33,2,7,33,2,6,31,2,6,31,2,6,31,2
"3373","SM-GE644_S083_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"3374","SM-GE644_S084_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"3375","SM-GE644_S085_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"3376","SM-GE644_S086_E1-50",29,27,6,29,27,6,29,27,6,29,27,6,29,13,6
"3377","SM-GE644_S087_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3378","SM-GE644_S088_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"3379","SM-GE644_S089_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"3380","SM-GE644_S090_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"3381","SM-GE644_S091_E1-50",40,26,8,40,26,8,40,26,8,38,26,8,38,13,8
"3382","SM-GE644_S092_E1-50",16,3,5,16,3,5,16,3,5,16,3,5,16,3,5
"3383","SM-GE644_S093_E1-50",32,19,12,32,19,12,32,19,12,32,19,12,32,19,12
"3384","SM-GE644_S094_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3385","SM-GE644_S095_E1-50",17,1,5,17,1,5,17,1,5,16,1,5,16,1,5
"3386","SM-GE644_S096_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"3387","SM-GE644_S097_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3388","SM-GE644_S098_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"3389","SM-GE644_S099_E1-50",8,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"3390","SM-GE644_S100_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"3391","SM-GE644_S101_E1-50",19,23,16,19,23,16,18,23,16,18,4,9,18,4,9
"3392","SM-GE644_S102_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3393","SM-GE644_S103_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"3394","SM-GE644_S104_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3395","SM-GE644_S105_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3396","SM-GE644_S106_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3397","SM-GE644_S107_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3398","SM-GE644_S108_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3399","SM-GE644_S109_E1-50",8,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"3400","SM-GE644_S110_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"3401","SM-GE644_S111_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"3402","SM-GE644_S112_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3403","SM-GE644_S113_E1-50",19,23,16,19,23,16,18,23,16,18,4,9,18,4,9
"3404","SM-GE644_S114_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3405","SM-GE644_S115_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3406","SM-GE644_S116_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3407","SM-GE644_S117_E1-50",8,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"3408","SM-GE644_S118_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3409","SM-GE644_S119_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3410","SM-GE644_S120_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3411","SM-GE644_S121_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3412","SM-GE644_S122_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3413","SM-GE644_S123_E1-50",8,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"3414","SM-GE644_S124_E1-50",20,1,11,20,1,11,20,1,11,20,1,11,20,1,11
"3415","SM-GE644_S125_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3416","SM-GE644_S126_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3417","SM-GE644_S127_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"3418","SM-GE644_S137_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3419","SM-GE644_S138_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3420","SM-GE644_S139_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3421","SM-GE644_S140_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"3422","SM-GE644_S141_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3423","SM-GE644_S142_E1-50",16,3,5,16,3,5,16,3,5,16,3,5,16,3,5
"3424","SM-GE644_S143_E1-50",12,24,8,12,24,8,11,7,8,11,7,8,11,7,8
"3425","SM-GE644_S144_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"3426","SM-GE644_S146_E1-50",10,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"3427","SM-GE644_S147_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"3428","SM-GE644_S148_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3429","SM-GE644_S149_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"3430","SM-GE644_S150_E1-50",10,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"3431","SM-GE644_S151_E1-50",12,24,8,12,24,8,11,7,8,11,7,8,11,7,8
"3432","SM-GE644_S152_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3433","SM-GE644_S153_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3434","SM-GE644_S154_E1-50",11,21,17,11,21,17,11,21,17,11,21,17,11,21,17
"3435","SM-GE644_S155_E1-50",36,17,7,36,17,7,36,17,7,36,17,7,36,17,7
"3436","SM-GE644_S157_E1-50",25,13,8,25,13,8,25,13,8,25,13,8,3,13,8
"3437","SM-GE644_S158_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3438","SM-GE644_S159_E1-50",31,14,14,31,14,14,31,14,14,31,14,14,31,14,14
"3439","SM-GE644_S160_E1-50",40,7,7,40,7,7,40,7,7,38,7,7,38,7,7
"3440","SM-GE644_S161_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3441","SM-GE644_S162_E1-50",37,12,7,37,12,7,37,12,7,36,12,7,36,12,7
"3442","SM-GE644_S163_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3443","SM-GE644_S164_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"3444","SM-GE644_S165_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3445","SM-GE644_S166_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3446","SM-GE644_S167_E1-50",40,26,8,40,26,8,40,26,8,38,26,8,38,13,8
"3447","SM-GE644_S168_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3448","SM-GE644_S169_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3449","SM-GE644_S170_E1-50",16,3,5,16,3,5,16,3,5,16,3,5,16,3,5
"3450","SM-GE644_S171_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"3451","SM-GE644_S173_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3452","SM-GE644_S174_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3453","SM-GE644_S175_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3454","SM-GE644_S176_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3455","SM-GE644_S177_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3456","SM-GE644_S178_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"3457","SM-GE644_S179_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3458","SM-GE644_S180_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"3459","SM-GE644_S181_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3460","SM-GE644_S182_E1-50",1,27,8,1,27,8,1,27,8,1,27,8,1,13,8
"3461","SM-GE644_S183_E1-50",40,26,8,40,26,8,40,26,8,38,26,8,38,13,8
"3462","SM-GE644_S184_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3463","SM-GE644_S185_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"3464","SM-GE644_S187_E1-50",5,27,8,5,27,8,5,27,8,5,27,8,3,13,8
"3465","SM-GE644_S188_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"3466","SM-GE644_S189_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"3467","SM-GE644_S190_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3468","SM-GE644_S191_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"3469","SM-GE644_S192_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3470","SM-GE645_S001_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3471","SM-GE645_S002_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3472","SM-GE645_S003_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"3473","SM-GE645_S004_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3474","SM-GE645_S005_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"3475","SM-GE645_S006_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"3476","SM-GE645_S007_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3477","SM-GE645_S008_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3478","SM-GE645_S009_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3479","SM-GE645_S010_E1-50",19,4,9,19,4,9,18,4,9,18,4,9,18,4,9
"3480","SM-GE645_S011_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3481","SM-GE645_S012_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"3482","SM-GE645_S013_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"3483","SM-GE645_S014_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"3484","SM-GE645_S015_E1-50",10,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3485","SM-GE645_S016_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3486","SM-GE645_S017_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"3487","SM-GE645_S018_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"3488","SM-GE645_S019_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"3489","SM-GE645_S020_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"3490","SM-GE645_S021_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"3491","SM-GE645_S022_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3492","SM-GE645_S023_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"3493","SM-GE645_S024_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"3494","SM-GE645_S025_E1-50",11,21,17,11,21,17,11,21,17,11,21,17,11,21,17
"3495","SM-GE645_S026_E1-50",12,21,3,12,21,3,11,21,3,11,21,3,11,21,3
"3496","SM-GE645_S027_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3497","SM-GE645_S028_E1-50",11,24,3,11,24,3,11,7,3,11,7,3,11,7,3
"3498","SM-GE645_S029_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3499","SM-GE645_S030_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"3500","SM-GE645_S031_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3501","SM-GE645_S032_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"3502","SM-GE645_S033_E1-50",8,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"3503","SM-GE645_S034_E1-50",12,21,3,12,21,3,11,21,3,11,21,3,11,21,3
"3504","SM-GE645_S035_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"3505","SM-GE645_S036_E1-50",18,4,9,18,4,9,18,4,9,18,4,9,18,4,9
"3506","SM-GE645_S037_E1-50",19,4,9,19,4,9,18,4,9,18,4,9,18,4,9
"3507","SM-GE645_S038_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3508","SM-GE645_S039_E1-50",12,21,3,12,21,3,11,21,3,11,21,3,11,21,3
"3509","SM-GE645_S040_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"3510","SM-GE645_S049_E1-50",37,18,7,37,18,7,37,18,7,36,11,7,36,11,7
"3511","SM-GE645_S050_E1-50",37,18,7,37,18,7,37,18,7,36,11,7,36,11,7
"3512","SM-GE645_S051_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3513","SM-GE645_S053_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3514","SM-GE645_S054_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"3515","SM-GE645_S055_E1-50",14,21,17,14,21,17,14,21,17,14,21,17,14,21,17
"3516","SM-GE645_S056_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"3517","SM-GE645_S057_E1-50",2,27,8,2,27,8,2,27,8,1,27,8,1,13,8
"3518","SM-GE645_S058_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"3519","SM-GE645_S059_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3520","SM-GE645_S060_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"3521","SM-GE645_S061_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"3522","SM-GE645_S062_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3523","SM-GE645_S063_E1-50",20,1,11,20,1,11,20,1,11,20,1,11,20,1,11
"3524","SM-GE645_S064_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3525","SM-GE645_S065_E1-50",21,1,13,21,1,13,21,1,13,20,1,11,20,1,11
"3526","SM-GE645_S066_E1-50",20,1,11,20,1,11,20,1,11,20,1,11,20,1,11
"3527","SM-GE645_S067_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3528","SM-GE645_S068_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"3529","SM-GE645_S069_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3530","SM-GE645_S070_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"3531","SM-GE645_S071_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"3532","SM-GE645_S072_E1-50",40,12,6,40,12,6,40,12,6,38,12,6,38,12,6
"3533","SM-GE645_S073_E1-50",1,27,8,1,27,8,1,27,8,1,27,8,1,13,8
"3534","SM-GE645_S075_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3535","SM-GE645_S076_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3536","SM-GE645_S077_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"3537","SM-GE645_S078_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"3538","SM-GE645_S079_E1-50",40,12,8,40,12,8,40,12,8,38,12,8,38,12,8
"3539","SM-GE645_S080_E1-50",27,26,8,27,26,8,27,26,8,27,26,8,3,13,8
"3540","SM-GE645_S081_E1-50",5,27,8,5,27,8,5,27,8,5,27,8,3,13,8
"3541","SM-GE645_S082_E1-50",26,13,8,26,13,8,26,13,8,26,13,8,3,13,8
"3542","SM-GE645_S083_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3543","SM-GE645_S084_E1-50",6,27,8,6,27,8,6,27,8,6,27,8,6,13,8
"3544","SM-GE645_S085_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3545","SM-GE645_S086_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3546","SM-GE645_S087_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"3547","SM-GE645_S088_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3548","SM-GE645_S089_E1-50",16,1,5,16,1,5,16,1,5,16,1,5,16,1,5
"3549","SM-GE645_S090_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"3550","SM-GE645_S091_E1-50",17,1,5,17,1,5,17,1,5,16,1,5,16,1,5
"3551","SM-GE645_S092_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"3552","SM-GE645_S093_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"3553","SM-GE645_S094_E1-50",1,31,2,1,31,2,1,31,2,1,31,2,1,31,2
"3554","SM-GE645_S095_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"3555","SM-GE645_S096_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"3556","SM-GE645_S097_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
