cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
3496,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3497,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3498,7,20,8,7,20,8,7,20,8,6,16,8,6,16,8
3499,13,3,3,13,3,3,12,3,3,12,3,3,11,3,3
3500,26,24,15,26,24,15,26,24,15,26,24,15,26,24,15
3501,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
3502,7,16,8,7,16,8,7,16,8,6,16,8,6,16,8
3503,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3504,2,15,23,2,14,23,2,14,23,2,14,23,2,14,23
3505,3,17,1,3,17,1,3,13,1,3,13,1,3,13,1
3506,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3507,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3508,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3509,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3510,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3511,8,22,2,8,22,2,8,20,2,6,16,2,6,16,2
3512,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3513,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
3514,8,24,8,8,24,8,8,24,8,6,24,8,6,24,8
3515,7,16,8,7,16,8,7,16,8,6,16,8,6,16,8
3516,8,16,2,8,16,2,8,16,2,6,16,2,6,16,2
3517,8,24,8,8,24,8,8,24,8,6,24,8,6,24,8
3518,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3519,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3520,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
3521,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3522,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
3523,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3524,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3525,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
3526,8,24,2,8,24,2,8,24,2,6,24,2,6,24,2
3527,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3528,8,16,2,8,16,2,8,16,2,6,16,2,6,16,2
3529,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3530,8,16,2,8,16,2,8,16,2,6,16,2,6,16,2
3531,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
3532,8,16,2,8,16,2,8,16,2,6,16,2,6,16,2
3533,8,16,2,8,16,2,8,16,2,6,16,2,6,16,2
3534,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3535,20,28,5,20,28,5,20,28,5,20,28,5,19,28,5
3536,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3537,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
3538,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3539,27,29,10,27,29,10,27,29,10,27,29,10,4,25,10
3540,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
3541,2,15,1,2,14,1,2,14,1,2,14,1,2,14,1
3542,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
3543,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3544,1,15,23,1,14,23,1,14,23,1,14,23,1,14,23
3545,28,30,10,28,30,10,28,30,10,28,30,10,4,25,10
3546,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3547,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
3548,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3549,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3550,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3551,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3552,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
3553,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
3554,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3555,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3556,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3557,1,29,1,1,29,1,1,29,1,1,29,1,1,25,1
3558,5,13,1,5,13,1,5,13,1,5,13,1,5,13,1
3559,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3560,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3561,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
3562,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
3563,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
3564,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
3565,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3566,2,29,1,2,29,1,2,29,1,2,29,1,2,25,1
3567,3,15,23,3,14,23,3,14,23,3,14,23,3,14,23
3568,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3569,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3570,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
3571,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3572,2,13,1,2,13,1,2,13,1,2,13,1,2,13,1
3573,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3574,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3575,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3576,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3577,7,16,8,7,16,8,7,16,8,6,16,8,6,16,8
3578,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3579,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3580,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3581,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3582,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3583,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3584,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3585,6,21,14,6,21,14,6,21,14,6,21,2,6,21,2
3586,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3587,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3588,7,22,2,7,22,2,7,20,2,6,16,2,6,16,2
3589,13,3,3,13,3,3,12,3,3,12,3,3,11,3,3
3590,6,21,2,6,21,2,6,21,2,6,21,2,6,21,2
3591,26,21,15,26,21,15,26,21,15,26,21,15,26,21,15
3592,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3593,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3594,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3595,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3596,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3597,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3598,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3599,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3600,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
3601,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3602,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3603,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3604,2,15,23,2,14,23,2,14,23,2,14,23,2,14,23
3605,3,15,23,3,14,23,3,14,23,3,14,23,3,14,23
3606,27,25,10,27,25,10,27,25,10,27,25,10,4,25,10
3607,1,29,1,1,29,1,1,29,1,1,29,1,1,25,1
3608,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3609,3,5,23,3,5,23,3,5,23,3,5,23,3,5,23
3610,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
3611,1,5,23,1,5,23,1,5,23,1,5,23,1,5,23
3612,2,15,23,2,14,23,2,14,23,2,14,23,2,14,23
3613,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3614,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3615,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
3616,1,29,1,1,29,1,1,29,1,1,29,1,1,25,1
3617,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3618,5,13,20,5,13,20,5,13,20,5,13,20,5,13,20
3619,2,5,23,2,5,23,2,5,23,2,5,23,2,5,23
3620,3,29,23,3,29,23,3,29,23,3,29,23,3,25,23
3621,24,19,14,24,19,14,24,19,14,24,19,2,17,19,2
3622,7,20,14,7,20,14,7,20,14,6,16,2,6,16,2
3623,7,20,14,7,20,14,7,20,14,6,16,2,6,16,2
3624,24,19,14,24,19,14,24,19,14,24,19,2,17,19,2
3625,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3626,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3627,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3628,7,20,14,7,20,14,7,20,14,6,16,2,6,16,2
3629,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3630,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3631,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
3632,26,24,15,26,24,15,26,24,15,26,24,15,26,24,15
3633,13,3,3,13,3,3,12,3,3,12,3,3,11,3,3
3634,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3635,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
3636,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
3637,7,24,8,7,24,8,7,24,8,6,24,8,6,24,8
3638,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3639,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
3640,26,19,14,26,19,14,26,19,14,26,19,2,26,19,2
3641,26,24,15,26,24,15,26,24,15,26,24,15,26,24,15
3642,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
3643,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
3644,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
3645,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3646,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3647,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3648,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3649,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3650,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3651,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3652,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3653,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3654,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3655,26,21,8,26,21,8,26,21,8,26,21,8,26,21,8
3656,26,21,8,26,21,8,26,21,8,26,21,8,26,21,8
3657,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3658,6,8,2,6,8,2,6,7,2,6,7,2,6,7,2
3659,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3660,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
3661,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3662,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3663,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3664,22,21,8,22,21,8,22,21,8,22,21,8,15,21,8
3665,22,21,8,22,21,8,22,21,8,22,21,8,15,21,8
3666,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
3667,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3668,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
3669,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3670,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3671,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3672,26,21,15,26,21,15,26,21,15,26,21,15,26,21,15
3673,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
3674,19,8,5,19,8,5,19,7,5,19,7,5,19,7,5
3675,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
3676,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3677,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3678,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3679,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3680,1,15,7,1,14,7,1,14,7,1,14,7,1,14,7
3681,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3682,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3683,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
3684,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3685,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3686,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3687,1,15,23,1,14,23,1,14,23,1,14,23,1,14,23
3688,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3689,1,15,7,1,14,7,1,14,7,1,14,7,1,14,7
3690,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3691,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3692,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3693,35,4,27,35,4,27,35,4,27,35,4,27,35,4,27
3694,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3695,2,15,1,2,14,1,2,14,1,2,14,1,2,14,1
3696,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3697,1,5,23,1,5,23,1,5,23,1,5,23,1,5,23
3698,3,15,7,3,14,7,3,14,7,3,14,7,3,14,7
3699,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3700,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3701,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
3702,3,29,19,3,29,19,3,29,19,3,29,19,3,25,10
3703,35,4,27,35,4,27,35,4,27,35,4,27,35,4,27
3704,2,5,1,2,5,1,2,5,1,2,5,1,2,5,1
3705,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3706,35,4,27,35,4,27,35,4,27,35,4,27,35,4,27
3707,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3708,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3709,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3710,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3711,1,15,7,1,14,7,1,14,7,1,14,7,1,14,7
3712,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3713,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3714,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3715,3,5,7,3,5,7,3,5,7,3,5,7,3,5,7
3716,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3717,2,5,7,2,5,7,2,5,7,2,5,7,2,5,7
3718,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3719,27,25,10,27,25,10,27,25,10,27,25,10,4,25,10
3720,1,15,7,1,14,7,1,14,7,1,14,7,1,14,7
3721,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3722,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3723,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3724,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
3725,5,14,1,5,14,1,5,14,1,5,14,1,5,14,1
3726,10,11,4,10,11,4,9,7,4,9,7,4,9,7,4
3727,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3728,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3729,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3730,5,13,1,5,13,1,5,13,1,5,13,1,5,13,1
3731,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3732,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3733,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
3734,3,17,1,3,17,1,3,13,1,3,13,1,3,13,1
3735,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3736,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
3737,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
3738,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3739,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3740,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
3741,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
3742,35,4,27,35,4,27,35,4,27,35,4,27,35,4,27
3743,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3744,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3745,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3746,14,42,11,14,42,6,14,42,6,14,42,6,14,42,6
3747,14,43,11,14,43,6,14,42,6,14,42,6,14,42,6
3748,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3749,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3750,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3751,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3752,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
3753,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3754,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3755,6,21,14,6,21,14,6,21,14,6,21,2,6,21,2
3756,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3757,6,21,14,6,21,14,6,21,14,6,21,2,6,21,2
3758,26,18,8,26,18,8,26,18,8,26,18,8,26,18,8
3759,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3760,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3761,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3762,26,21,8,26,21,8,26,21,8,26,21,8,26,21,8
3763,25,24,8,25,24,8,25,24,8,25,24,8,25,24,8
3764,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3765,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3766,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3767,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3768,15,21,8,15,21,8,15,21,8,15,21,8,15,21,8
3769,26,18,5,26,18,5,26,18,5,26,18,5,26,18,5
3770,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3771,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3772,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3773,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3774,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3775,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3776,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3777,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3778,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3779,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3780,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3781,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3782,26,19,14,26,19,14,26,19,14,26,19,2,26,19,2
3783,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3784,6,24,14,6,24,14,6,24,14,6,24,2,6,24,2
3785,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3786,26,21,8,26,21,8,26,21,8,26,21,8,26,21,8
3787,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3788,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3789,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3790,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3791,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3792,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3793,26,19,8,26,19,8,26,19,8,26,19,8,26,19,8
3794,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3795,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3796,21,21,8,21,21,8,21,21,8,21,21,8,15,21,8
3797,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3798,6,21,2,6,21,2,6,21,2,6,21,2,6,21,2
3799,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3800,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3801,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3802,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3803,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3804,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3805,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3806,22,21,8,22,21,8,22,21,8,22,21,8,15,21,8
3807,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3808,26,19,8,26,19,8,26,19,8,26,19,8,26,19,8
3809,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
3810,26,18,8,26,18,8,26,18,8,26,18,8,26,18,8
3811,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3812,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3813,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3814,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3815,26,24,15,26,24,15,26,24,15,26,24,15,26,24,15
3816,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3817,26,18,8,26,18,8,26,18,8,26,18,8,26,18,8
3818,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
3819,26,18,14,26,18,14,26,18,14,26,18,2,26,18,2
3820,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
3821,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3822,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3823,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3824,20,21,8,20,21,8,20,21,8,20,21,8,19,21,8
3825,22,21,8,22,21,8,22,21,8,22,21,8,15,21,8
3826,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3827,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3828,15,21,8,15,21,8,15,21,8,15,21,8,15,21,8
3829,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3830,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3831,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3832,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3833,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3834,21,8,2,21,8,2,21,7,2,21,7,2,15,7,2
3835,15,21,8,15,21,8,15,21,8,15,21,8,15,21,8
3836,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3837,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3838,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3839,26,24,8,26,24,8,26,24,8,26,24,8,26,24,8
3840,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
3841,24,24,14,24,24,14,24,24,14,24,24,2,17,24,2
3842,26,24,8,26,24,8,26,24,8,26,24,8,26,24,8
3843,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3844,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3845,26,24,8,26,24,8,26,24,8,26,24,8,26,24,8
3846,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3847,26,24,8,26,24,8,26,24,8,26,24,8,26,24,8
3848,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3849,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
3850,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3851,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
3852,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3853,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3854,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
3855,7,20,8,7,20,8,7,20,8,6,16,8,6,16,8
3856,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
3857,26,24,15,26,24,15,26,24,15,26,24,15,26,24,15
3858,7,24,8,7,24,8,7,24,8,6,24,8,6,24,8
3859,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3860,7,24,8,7,24,8,7,24,8,6,24,8,6,24,8
3861,26,18,8,26,18,8,26,18,8,26,18,8,26,18,8
3862,26,24,15,26,24,15,26,24,15,26,24,15,26,24,15
3863,30,41,13,30,41,13,30,41,13,30,41,13,30,41,13
3864,24,24,14,24,24,14,24,24,14,24,24,2,17,24,2
3865,26,24,8,26,24,8,26,24,8,26,24,8,26,24,8
3866,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3867,24,19,8,24,19,8,24,19,8,24,19,8,17,19,8
3868,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
3869,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3870,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3871,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3872,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3873,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3874,7,24,8,7,24,8,7,24,8,6,24,8,6,24,8
3875,20,28,5,20,28,5,20,28,5,20,28,5,19,28,5
3876,26,19,14,26,19,14,26,19,14,26,19,2,26,19,2
3877,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3878,7,24,8,7,24,8,7,24,8,6,24,8,6,24,8
3879,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3880,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3881,17,19,8,17,19,8,17,19,8,17,19,8,17,19,8
3882,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3883,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3884,7,16,8,7,16,8,7,16,8,6,16,8,6,16,8
3885,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3886,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3887,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3888,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3889,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3890,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3891,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3892,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3893,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3894,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3895,34,35,13,34,35,13,34,35,13,34,34,13,34,34,13
3896,24,19,8,24,19,8,24,19,8,24,19,8,17,19,8
3897,24,19,25,24,19,25,24,19,25,24,19,25,17,19,25
3898,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3899,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3900,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3901,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
3902,24,19,8,24,19,8,24,19,8,24,19,8,17,19,8
3903,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3904,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
3905,37,33,22,37,33,22,37,33,22,37,33,22,37,33,22
3906,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3907,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
3908,24,19,25,24,19,25,24,19,25,24,19,25,17,19,25
3909,24,24,25,24,24,25,24,24,25,24,24,25,17,24,25
3910,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3911,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
3912,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3913,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
3914,25,24,8,25,24,8,25,24,8,25,24,8,25,24,8
3915,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
