"","80","100","120","cells"
"536",58,49,95,"Evan_MC_A1_cell99763"
"537",53,50,93,"Evan_MC_A1_cell99877"
"538",53,51,78,"Evan_MC_A1_cell99910"
"539",26,14,49,"Evan_MC_A1_cell99970"
"540",18,2,47,"Evan_MC_A1_cell100053"
"541",49,40,92,"Evan_MC_A1_cell100800"
"542",49,40,92,"Evan_MC_A1_cell100801"
"543",30,14,49,"Evan_MC_A1_cell100858"
"544",79,85,10,"Evan_MC_A1_cell101076"
"545",78,14,31,"Evan_MC_A1_cell101340"
"546",54,66,95,"Evan_MC_A1_cell101429"
"547",62,60,109,"Evan_MC_A1_cell101714"
"548",79,84,8,"Evan_MC_A1_cell101987"
"549",53,40,92,"Evan_MC_A1_cell102531"
"550",62,61,107,"Evan_MC_A1_cell102721"
"551",79,85,10,"Evan_MC_A1_cell102802"
"552",24,14,49,"Evan_MC_A1_cell103016"
"553",19,10,45,"Evan_MC_A1_cell103040"
"554",49,40,92,"Evan_MC_A1_cell103286"
"555",58,49,95,"Evan_MC_A1_cell103329"
"556",17,4,43,"Evan_MC_A1_cell103359"
"557",52,86,8,"Evan_MC_A1_cell103536"
"558",6,8,27,"Evan_MC_A1_cell103618"
"559",79,85,107,"Evan_MC_A1_cell104007"
"560",75,87,117,"Evan_MC_A1_cell104077"
"561",57,74,113,"Evan_MC_A1_cell104167"
"562",53,50,93,"Evan_MC_A1_cell104257"
"563",63,56,112,"Evan_MC_A1_cell104292"
"564",68,80,119,"Evan_MC_A1_cell104408"
"565",49,40,92,"Evan_MC_A1_cell104506"
"566",24,14,49,"Evan_MC_A1_cell104616"
"567",49,40,92,"Evan_MC_A1_cell104645"
"568",5,8,30,"Evan_MC_A1_cell104657"
"569",53,50,93,"Evan_MC_A1_cell104821"
"570",52,44,105,"Evan_MC_A1_cell104850"
"571",79,84,8,"Evan_MC_A1_cell104868"
"572",49,40,92,"Evan_MC_A1_cell104885"
"573",5,8,27,"Evan_MC_A1_cell104916"
"574",18,50,93,"Evan_MC_A1_cell105387"
"575",73,95,21,"Evan_MC_A1_cell105782"
"576",79,84,8,"Evan_MC_A1_cell106226"
"577",21,64,58,"Evan_MC_A1_cell106376"
"578",73,95,21,"Evan_MC_A1_cell106826"
"579",49,40,92,"Evan_MC_A1_cell107064"
"580",79,40,8,"Evan_MC_A1_cell107227"
"581",79,84,8,"Evan_MC_A1_cell107386"
"582",78,14,49,"Evan_MC_A1_cell108224"
"583",79,85,10,"Evan_MC_A1_cell108408"
"584",79,84,8,"Evan_MC_A1_cell108430"
"585",54,50,95,"Evan_MC_A1_cell108940"
"586",49,40,109,"Evan_MC_A1_cell109076"
"587",62,61,107,"Evan_MC_A1_cell109186"
"588",80,8,30,"Evan_MC_A1_cell109213"
"589",12,24,99,"Evan_MC_A1_cell109534"
"590",68,82,119,"Evan_MC_A1_cell109637"
"591",40,62,109,"Evan_MC_A1_cell109834"
"592",79,86,8,"Evan_MC_A1_cell110042"
"593",12,35,66,"Evan_MC_A1_cell110101"
"594",5,8,31,"Evan_MC_A1_cell110140"
"595",63,56,112,"Evan_MC_A1_cell110335"
"596",49,44,92,"Evan_MC_A1_cell110783"
"597",49,40,92,"Evan_MC_A1_cell110862"
"598",79,84,8,"Evan_MC_A1_cell111038"
"599",12,24,77,"Evan_MC_A1_cell111267"
"600",49,40,92,"Evan_MC_A1_cell111334"
"601",53,40,73,"Evan_MC_A1_cell111367"
"602",73,95,21,"Evan_MC_A1_cell111695"
"603",73,95,21,"Evan_MC_A1_cell111714"
"604",73,95,21,"Evan_MC_A1_cell111841"
"605",73,95,117,"Evan_MC_A1_cell111940"
"606",63,56,112,"Evan_MC_A1_cell111961"
"607",12,35,99,"Evan_MC_A1_cell111984"
"608",54,50,95,"Evan_MC_A1_cell112199"
"609",68,80,119,"Evan_MC_A1_cell112255"
"610",73,95,117,"Evan_MC_A1_cell112349"
"611",79,84,8,"Evan_MC_A1_cell112557"
"612",2,35,66,"Evan_MC_A1_cell112603"
"613",79,84,8,"Evan_MC_A1_cell112767"
"614",73,95,21,"Evan_MC_A1_cell112797"
"615",15,5,42,"Evan_MC_A1_cell113085"
"616",9,8,27,"Evan_MC_A1_cell113236"
"617",49,40,92,"Evan_MC_A1_cell113386"
"618",78,9,31,"Evan_MC_A1_cell113595"
"619",13,12,30,"Evan_MC_A1_cell114845"
"620",12,3,99,"Evan_MC_A1_cell115160"
"621",57,74,113,"Evan_MC_A1_cell115263"
"622",2,35,44,"Evan_MC_A1_cell115264"
"623",73,95,21,"Evan_MC_A1_cell115344"
"624",73,95,21,"Evan_MC_A1_cell115431"
"625",63,56,112,"Evan_MC_A1_cell116174"
"626",6,10,27,"Evan_MC_A1_cell116182"
"627",24,4,43,"Evan_MC_A1_cell116305"
"628",12,35,66,"Evan_MC_A1_cell116328"
"629",24,14,49,"Evan_MC_A1_cell116463"
"630",68,82,119,"Evan_MC_A1_cell116782"
"631",63,56,112,"Evan_MC_A1_cell116821"
"632",54,49,95,"Evan_MC_A1_cell116877"
"633",78,9,31,"Evan_MC_A1_cell117023"
"634",20,20,56,"Evan_MC_A1_cell117247"
"635",49,44,92,"Evan_MC_A1_cell117349"
"636",75,95,21,"Evan_MC_A1_cell117503"
"637",1,35,44,"Evan_MC_A1_cell117546"
"638",49,40,92,"Evan_MC_A1_cell118123"
"639",4,11,28,"Evan_MC_A1_cell118143"
"640",52,85,10,"Evan_MC_A1_cell118318"
"641",17,50,43,"Evan_MC_A1_cell118389"
"642",79,84,8,"Evan_MC_A1_cell118509"
"643",65,78,4,"Evan_MC_A1_cell118588"
"644",12,35,66,"Evan_MC_A1_cell118663"
"645",18,2,47,"Evan_MC_A1_cell118713"
"646",39,65,109,"Evan_MC_A1_cell118882"
"647",19,79,45,"Evan_MC_A1_cell118988"
"648",54,49,95,"Evan_MC_A1_cell119023"
"649",20,20,56,"Evan_MC_A1_cell119442"
"650",80,84,8,"Evan_MC_A1_cell119546"
"651",49,40,92,"Evan_MC_A1_cell119689"
"652",53,51,97,"Evan_MC_A1_cell119846"
"653",30,14,34,"Evan_MC_A1_cell119850"
"654",49,40,92,"Evan_MC_A1_cell120016"
"655",69,89,17,"Evan_MC_A1_cell120468"
"656",65,78,4,"Evan_MC_A1_cell121574"
"657",79,84,105,"Evan_MC_A1_cell121638"
"658",21,64,58,"Evan_MC_A1_cell122248"
"659",75,95,21,"Evan_MC_A1_cell122595"
"660",68,82,119,"Evan_MC_A1_cell122630"
"661",75,87,117,"Evan_MC_A1_cell122971"
"662",24,14,49,"Evan_MC_A1_cell123026"
"663",79,84,8,"Evan_MC_A1_cell123080"
"664",79,84,8,"Evan_MC_A1_cell123208"
"665",5,10,30,"Evan_MC_A1_cell123396"
"666",68,80,119,"Evan_MC_A1_cell123490"
"667",4,11,28,"Evan_MC_A1_cell123748"
"668",79,84,8,"Evan_MC_A1_cell124069"
"669",49,40,73,"Evan_MC_A1_cell124173"
"670",79,84,8,"Evan_MC_A1_cell124498"
"671",68,82,119,"Evan_MC_A1_cell124666"
"672",5,8,30,"Evan_MC_A1_cell124755"
"673",53,40,73,"Evan_MC_A1_cell124786"
"674",54,49,95,"Evan_MC_A1_cell124812"
"675",24,14,49,"Evan_MC_A1_cell124846"
"676",73,95,21,"Evan_MC_A1_cell124953"
"677",24,14,34,"Evan_MC_A1_cell125163"
"678",49,40,92,"Evan_MC_A1_cell125201"
"679",78,20,95,"Evan_MC_A1_cell125219"
"680",49,40,92,"Evan_MC_A1_cell125332"
"681",49,40,92,"Evan_MC_A1_cell125337"
"682",20,28,56,"Evan_MC_A1_cell125397"
"683",20,20,56,"Evan_MC_A1_cell125497"
"684",19,79,45,"Evan_MC_A1_cell126085"
"685",12,35,66,"Evan_MC_A1_cell126381"
"686",53,50,93,"Evan_MC_A1_cell126727"
"687",31,25,75,"Evan_MC_A1_cell126827"
"688",79,84,8,"Evan_MC_A1_cell127059"
"689",57,74,113,"Evan_MC_A1_cell127510"
"690",49,40,92,"Evan_MC_A1_cell128779"
"691",14,10,27,"Evan_MC_A1_cell129045"
"692",53,49,95,"Evan_MC_A1_cell129169"
"693",63,56,112,"Evan_MC_A1_cell129369"
"694",73,95,21,"Evan_MC_A1_cell129663"
"695",24,14,49,"Evan_MC_A1_cell129680"
"696",65,78,28,"Evan_MC_A1_cell129806"
"697",12,11,28,"Evan_MC_A1_cell130471"
"698",6,10,27,"Evan_MC_A1_cell130748"
"699",18,2,47,"Evan_MC_A1_cell130874"
"700",73,95,21,"Evan_MC_A1_cell131176"
"701",20,20,56,"Evan_MC_A1_cell131232"
"702",5,19,30,"Evan_MC_A1_cell131362"
"703",12,35,66,"Evan_MC_A1_cell131378"
"704",17,4,43,"Evan_MC_A1_cell131443"
"705",78,9,31,"Evan_MC_A1_cell131500"
"706",31,25,75,"Evan_MC_A1_cell131517"
"707",24,14,34,"Evan_MC_A1_cell131521"
"708",75,87,117,"Evan_MC_A1_cell132257"
"709",75,87,117,"Evan_MC_A1_cell133304"
"710",63,56,112,"Evan_MC_A1_cell133586"
"711",6,12,27,"Evan_MC_A1_cell133888"
"712",25,14,49,"Evan_MC_A1_cell134059"
"713",39,60,109,"Evan_MC_A1_cell134125"
"714",73,95,117,"Evan_MC_A1_cell134804"
"715",25,14,49,"Evan_MC_A1_cell134892"
"716",14,12,27,"Evan_MC_A1_cell135205"
"717",12,35,66,"Evan_MC_A1_cell135299"
"718",79,84,8,"Evan_MC_A1_cell135689"
"719",2,24,99,"Evan_MC_A1_cell136032"
"720",24,14,49,"Evan_MC_A1_cell136102"
"721",62,63,107,"Evan_MC_A1_cell136285"
"722",73,95,21,"Evan_MC_A1_cell136526"
"723",18,10,47,"Evan_MC_A1_cell137243"
"724",49,40,92,"Evan_MC_A1_cell137334"
"725",54,52,95,"Evan_MC_A1_cell137510"
"726",49,40,92,"Evan_MC_A1_cell137551"
"727",73,95,21,"Evan_MC_A1_cell137814"
"728",64,99,3,"Evan_MC_A1_cell138047"
"729",68,82,119,"Evan_MC_A1_cell138285"
"730",57,74,113,"Evan_MC_A1_cell138339"
"731",54,49,95,"Evan_MC_A1_cell138688"
"732",6,8,27,"Evan_MC_A1_cell138735"
"733",78,9,31,"Evan_MC_A1_cell138869"
"734",78,10,19,"Evan_MC_A1_cell139074"
"735",57,74,113,"Evan_MC_A1_cell139624"
"736",21,64,58,"Evan_MC_A1_cell139847"
"737",52,44,105,"Evan_MC_A1_cell139896"
"738",24,14,49,"Evan_MC_A1_cell139996"
"739",6,10,27,"Evan_MC_A1_cell140308"
"740",62,62,109,"Evan_MC_A1_cell140501"
"741",78,9,18,"Evan_MC_A1_cell140895"
"742",79,84,8,"Evan_MC_A1_cell141069"
"743",1,13,44,"Evan_MC_A1_cell141179"
"744",53,50,93,"Evan_MC_A1_cell141328"
"745",54,49,93,"Evan_MC_A1_cell141484"
"746",72,96,119,"Evan_MC_A1_cell141512"
"747",68,78,4,"Evan_MC_A1_cell141690"
"748",7,9,40,"Evan_MC_A1_cell141786"
"749",12,24,99,"Evan_MC_A1_cell141802"
"750",14,54,38,"Evan_MC_A1_cell142222"
"751",15,5,42,"Evan_MC_A1_cell142651"
"752",78,9,95,"Evan_MC_A1_cell142658"
"753",19,8,45,"Evan_MC_A1_cell142715"
"754",62,60,109,"Evan_MC_A1_cell142763"
"755",62,60,109,"Evan_MC_A1_cell142850"
"756",63,56,112,"Evan_MC_A1_cell143096"
"757",49,40,92,"Evan_MC_A1_cell143143"
"758",78,8,31,"Evan_MC_A1_cell143249"
"759",49,40,92,"Evan_MC_A1_cell143507"
"760",20,20,112,"Evan_MC_A1_cell143873"
"761",18,2,47,"Evan_MC_A1_cell143905"
"762",73,95,21,"Evan_MC_A1_cell144018"
"763",6,17,27,"Evan_MC_A1_cell144123"
"764",12,24,66,"Evan_MC_A1_cell144171"
"765",49,40,92,"Evan_MC_A1_cell144635"
"766",79,84,8,"Evan_MC_A1_cell144706"
"767",6,10,27,"Evan_MC_A1_cell144794"
"768",49,40,92,"Evan_MC_A1_cell144818"
"769",49,40,92,"Evan_MC_A1_cell144909"
"770",6,10,31,"Evan_MC_A1_cell145220"
"771",7,9,31,"Evan_MC_A1_cell145852"
"772",68,82,119,"Evan_MC_A1_cell145958"
"773",54,49,95,"Evan_MC_A1_cell146006"
"774",79,86,8,"Evan_MC_A1_cell146652"
"775",80,8,49,"Evan_MC_A1_cell146907"
"776",40,40,92,"Evan_MC_A1_cell147116"
"777",24,14,49,"Evan_MC_A1_cell147215"
"778",49,40,92,"Evan_MC_A1_cell147218"
"779",53,40,92,"Evan_MC_A1_cell147427"
"780",78,8,31,"Evan_MC_A1_cell147588"
"781",12,35,44,"Evan_MC_A1_cell147612"
"782",6,10,27,"Evan_MC_A1_cell147628"
"783",75,95,21,"Evan_MC_A1_cell147634"
"784",49,40,92,"Evan_MC_A1_cell148732"
"785",49,40,92,"Evan_MC_A1_cell148793"
"786",18,2,45,"Evan_MC_A1_cell148924"
"787",79,85,10,"Evan_MC_A1_cell148959"
"788",31,25,27,"Evan_MC_A1_cell149387"
"789",65,79,4,"Evan_MC_A1_cell149481"
"790",19,2,32,"Evan_MC_A1_cell149942"
"791",52,44,105,"Evan_MC_A1_cell150182"
"792",18,2,47,"Evan_MC_A1_cell150322"
"793",20,14,49,"Evan_MC_A1_cell150826"
"794",58,64,58,"Evan_MC_A1_cell151026"
"795",69,89,19,"Evan_MC_A1_cell151273"
"796",63,56,111,"Evan_MC_A1_cell151281"
"797",57,75,92,"Evan_MC_A1_cell151444"
"798",19,79,45,"Evan_MC_A1_cell151576"
"799",79,84,8,"Evan_MC_A1_cell151623"
"800",12,35,66,"Evan_MC_A1_cell151624"
"801",24,14,49,"Evan_MC_A1_cell151661"
"802",75,87,117,"Evan_MC_A1_cell151988"
"803",6,10,27,"Evan_MC_A1_cell152017"
"804",66,56,112,"Evan_MC_A1_cell152284"
"805",62,60,89,"Evan_MC_A1_cell152375"
"806",80,8,49,"Evan_MC_A1_cell152436"
"807",72,96,23,"Evan_MC_A1_cell152768"
"808",28,64,58,"Evan_MC_A1_cell152965"
"809",73,95,21,"Evan_MC_A1_cell153436"
"810",26,79,45,"Evan_MC_A1_cell153562"
"811",25,14,49,"Evan_MC_A1_cell153709"
"812",58,64,58,"Evan_MC_A1_cell153729"
"813",6,10,27,"Evan_MC_A1_cell153854"
"814",20,14,50,"Evan_MC_A1_cell154643"
"815",25,14,49,"Evan_MC_A1_cell154692"
"816",5,10,27,"Evan_MC_A1_cell154736"
"817",2,35,66,"Evan_MC_A1_cell154893"
"818",79,86,10,"Evan_MC_A1_cell155178"
"819",73,95,21,"Evan_MC_A1_cell155317"
"820",49,44,92,"Evan_MC_A1_cell155608"
"821",64,99,3,"Evan_MC_A1_cell155751"
"822",39,60,109,"Evan_MC_A1_cell156637"
"823",75,87,117,"Evan_MC_A1_cell156669"
"824",9,15,27,"Evan_MC_A1_cell156793"
"825",20,14,56,"Evan_MC_A1_cell157126"
"826",49,40,92,"Evan_MC_A1_cell157414"
"827",62,62,109,"Evan_MC_A1_cell158122"
"828",49,44,92,"Evan_MC_A1_cell158233"
"829",64,98,3,"Evan_MC_A1_cell158639"
"830",19,79,45,"Evan_MC_A1_cell158908"
"831",18,90,45,"Evan_MC_A1_cell158934"
"832",26,79,45,"Evan_MC_A1_cell159040"
"833",12,35,77,"Evan_MC_A1_cell159057"
"834",18,2,45,"Evan_MC_A1_cell159131"
"835",52,48,105,"Evan_MC_A1_cell159382"
"836",57,74,113,"Evan_MC_A1_cell159468"
"837",62,61,107,"Evan_MC_A1_cell159879"
"838",73,95,117,"Evan_MC_A1_cell159967"
"839",63,56,111,"Evan_MC_A1_cell159999"
"840",62,62,109,"Evan_MC_A1_cell160096"
"841",9,10,30,"Evan_MC_A1_cell160208"
"842",68,82,119,"Evan_MC_A1_cell160233"
"843",53,40,92,"Evan_MC_A1_cell160547"
"844",52,44,75,"Evan_MC_A1_cell160560"
"845",56,44,85,"Evan_MC_A1_cell160646"
"846",79,84,105,"Evan_MC_A1_cell160699"
"847",62,63,107,"Evan_MC_A1_cell160820"
"848",73,95,21,"Evan_MC_A1_cell160937"
"849",79,86,8,"Evan_MC_A1_cell161062"
"850",79,86,8,"Evan_MC_A1_cell161255"
"851",62,61,107,"Evan_MC_A1_cell161414"
"852",58,49,76,"Evan_MC_A1_cell161651"
"853",68,80,119,"Evan_MC_A1_cell161733"
"854",62,63,107,"Evan_MC_A1_cell162159"
"855",79,84,8,"Evan_MC_A1_cell162301"
"856",49,40,92,"Evan_MC_A1_cell162304"
"857",68,80,119,"Evan_MC_A1_cell162623"
"858",78,8,31,"Evan_MC_A1_cell162916"
"859",80,84,8,"Evan_MC_A1_cell163289"
"860",65,78,4,"Evan_MC_A1_cell163393"
"861",79,84,8,"Evan_MC_A1_cell163531"
"862",19,8,45,"Evan_MC_A1_cell163646"
"863",53,40,73,"Evan_MC_A1_cell163904"
"864",72,96,23,"Evan_MC_A1_cell163991"
"865",63,59,112,"Evan_MC_A1_cell164008"
"866",20,20,56,"Evan_MC_A1_cell164205"
"867",19,79,45,"Evan_MC_A1_cell164267"
"868",49,44,92,"Evan_MC_A1_cell164346"
"869",49,40,73,"Evan_MC_A1_cell164402"
"870",49,40,92,"Evan_MC_A1_cell164403"
"871",20,20,56,"Evan_MC_A1_cell164597"
"872",12,35,66,"Evan_MC_A1_cell164682"
"873",12,24,99,"Evan_MC_A1_cell164805"
"874",70,93,25,"Evan_MC_A1_cell165024"
"875",12,35,66,"Evan_MC_A1_cell165163"
"876",49,40,92,"Evan_MC_A1_cell165254"
"877",79,85,8,"Evan_MC_A1_cell165303"
"878",53,40,92,"Evan_MC_A1_cell165546"
"879",12,24,99,"Evan_MC_A1_cell165939"
"880",68,82,119,"Evan_MC_A1_cell165952"
"881",7,9,35,"Evan_MC_A1_cell166088"
"882",71,40,25,"Evan_MC_A1_cell166185"
"883",61,64,58,"Evan_MC_A1_cell166316"
"884",72,96,23,"Evan_MC_A1_cell166535"
"885",6,10,27,"Evan_MC_A1_cell166573"
"886",69,89,17,"Evan_MC_A1_cell166927"
"887",24,14,49,"Evan_MC_A1_cell167293"
"888",12,24,99,"Evan_MC_A1_cell167498"
"889",80,8,30,"Evan_MC_A1_cell167499"
"890",58,64,58,"Evan_MC_A1_cell168374"
"891",17,2,47,"Evan_MC_A1_cell168501"
"892",19,2,45,"Evan_MC_A1_cell168634"
"893",17,4,43,"Evan_MC_A1_cell168783"
"894",49,40,92,"Evan_MC_A1_cell168876"
"895",49,44,92,"Evan_MC_A1_cell169208"
"896",49,40,92,"Evan_MC_A1_cell169495"
"897",73,94,21,"Evan_MC_A1_cell170039"
"898",49,40,92,"Evan_MC_A1_cell170179"
"899",2,4,66,"Evan_MC_A1_cell170449"
"900",20,14,56,"Evan_MC_A1_cell170818"
"901",80,8,13,"Evan_MC_A1_cell170967"
"902",80,84,8,"Evan_MC_A1_cell171067"
"903",25,54,38,"Evan_MC_A1_cell171590"
"904",31,56,111,"Evan_MC_A1_cell171638"
"905",49,40,92,"Evan_MC_A1_cell171704"
"906",58,64,95,"Evan_MC_A1_cell171722"
"907",20,20,56,"Evan_MC_A1_cell171795"
"908",62,61,107,"Evan_MC_A1_cell172107"
"909",19,79,45,"Evan_MC_A1_cell172121"
"910",19,2,45,"Evan_MC_A1_cell172454"
"911",31,25,4,"Evan_MC_A1_cell172541"
"912",49,95,73,"Evan_MC_A1_cell172581"
"913",53,50,93,"Evan_MC_A1_cell172733"
"914",68,82,119,"Evan_MC_A1_cell172877"
"915",6,10,27,"Evan_MC_A1_cell173355"
"916",58,66,58,"Evan_MC_A1_cell173465"
"917",49,40,92,"Evan_MC_A1_cell173523"
"918",53,50,93,"Evan_MC_A1_cell173989"
"919",19,79,45,"Evan_MC_A1_cell174035"
"920",79,84,8,"Evan_MC_A1_cell174350"
"921",70,96,92,"Evan_MC_A1_cell174943"
"922",79,84,8,"Evan_MC_A1_cell175270"
"923",79,84,8,"Evan_MC_A1_cell175381"
"924",79,84,8,"Evan_MC_A1_cell175693"
"925",49,40,92,"Evan_MC_A1_cell175904"
"926",18,2,45,"Evan_MC_A1_cell176026"
"927",27,14,56,"Evan_MC_A1_cell176137"
"928",12,24,99,"Evan_MC_A1_cell176151"
"929",77,87,117,"Evan_MC_A1_cell176323"
"930",24,14,49,"Evan_MC_A1_cell176667"
"931",62,60,89,"Evan_MC_A1_cell176818"
"932",49,40,92,"Evan_MC_A1_cell177110"
"933",49,40,73,"Evan_MC_A1_cell177201"
"934",49,40,92,"Evan_MC_A1_cell177507"
"935",12,35,66,"Evan_MC_A1_cell177514"
"936",5,19,27,"Evan_MC_A1_cell177750"
"937",5,12,30,"Evan_MC_A1_cell177849"
"938",80,84,8,"Evan_MC_A1_cell177979"
"939",49,44,92,"Evan_MC_A1_cell177988"
"940",54,49,95,"Evan_MC_A1_cell178121"
"941",19,79,45,"Evan_MC_A1_cell178344"
"942",49,44,92,"Evan_MC_A1_cell178562"
"943",68,82,119,"Evan_MC_A1_cell178611"
"944",7,9,35,"Evan_MC_A1_cell178795"
"945",68,82,119,"Evan_MC_A1_cell178948"
"946",49,40,92,"Evan_MC_A1_cell179199"
"947",58,66,58,"Evan_MC_A1_cell179213"
"948",73,95,21,"Evan_MC_A1_cell179447"
"949",73,95,117,"Evan_MC_A1_cell179640"
"950",6,10,27,"Evan_MC_A1_cell179795"
"951",73,95,21,"Evan_MC_A1_cell179798"
"952",58,65,95,"Evan_MC_A1_cell180111"
"953",2,3,8,"Evan_MC_A1_cell180339"
"954",20,20,56,"Evan_MC_A1_cell180411"
"955",24,14,51,"Evan_MC_A1_cell180433"
"956",53,14,49,"Evan_MC_A1_cell180752"
"957",73,95,21,"Evan_MC_A1_cell180998"
"958",73,95,21,"Evan_MC_A1_cell181063"
"959",49,40,92,"Evan_MC_A1_cell181229"
"960",79,84,8,"Evan_MC_A1_cell181339"
"961",12,2,66,"Evan_MC_A1_cell181411"
"962",64,99,3,"Evan_MC_A1_cell181698"
"963",20,20,56,"Evan_MC_A1_cell182149"
"964",18,2,47,"Evan_MC_A1_cell182190"
"965",54,49,95,"Evan_MC_A1_cell182425"
"966",17,4,45,"Evan_MC_A1_cell182488"
"967",17,79,47,"Evan_MC_A1_cell182712"
"968",24,4,45,"Evan_MC_A1_cell182978"
"969",78,8,95,"Evan_MC_A1_cell182991"
"970",69,89,19,"Evan_MC_A1_cell183042"
"971",62,60,109,"Evan_MC_A1_cell183124"
"972",58,66,58,"Evan_MC_A1_cell183251"
"973",69,89,17,"Evan_MC_A1_cell184002"
"974",65,60,109,"Evan_MC_A1_cell184126"
"975",79,86,10,"Evan_MC_A1_cell184363"
"976",71,96,25,"Evan_MC_A1_cell184664"
"977",78,9,31,"Evan_MC_A1_cell184665"
"978",12,35,66,"Evan_MC_A1_cell184669"
"979",66,56,112,"Evan_MC_A1_cell185174"
"980",78,9,31,"Evan_MC_A1_cell185586"
"981",49,40,92,"Evan_MC_A1_cell185833"
"982",17,4,43,"Evan_MC_A1_cell185842"
"983",24,14,34,"Evan_MC_A1_cell185889"
"984",12,24,77,"Evan_MC_A1_cell186516"
"985",6,17,27,"Evan_MC_A1_cell186540"
"986",7,10,27,"Evan_MC_A1_cell186835"
"987",68,82,119,"Evan_MC_A1_cell187629"
"988",68,80,98,"Evan_MC_A1_cell187911"
"989",49,40,92,"Evan_MC_A1_cell188007"
"990",58,50,93,"Evan_MC_A1_cell188135"
"991",57,74,92,"Evan_MC_A1_cell188141"
"992",49,40,109,"Evan_MC_A1_cell188298"
"993",73,95,21,"Evan_MC_A1_cell188593"
"994",12,35,66,"Evan_MC_A1_cell189325"
"995",4,8,28,"Evan_MC_A1_cell189357"
"996",24,14,49,"Evan_MC_A1_cell189570"
"997",79,84,8,"Evan_MC_A1_cell189593"
"998",79,84,8,"Evan_MC_A1_cell189741"
"999",19,79,45,"Evan_MC_A1_cell190021"
"1000",14,12,27,"Evan_MC_A1_cell190811"
"1001",12,35,66,"Evan_MC_A1_cell191411"
"1002",65,78,4,"Evan_MC_A1_cell191421"
"1003",49,44,73,"Evan_MC_A1_cell191507"
"1004",20,20,52,"Evan_MC_A1_cell191601"
"1005",49,40,92,"Evan_MC_A1_cell191637"
"1006",71,89,19,"Evan_MC_A1_cell191844"
"1007",4,50,93,"Evan_MC_A1_cell192221"
"1008",49,40,92,"Evan_MC_A1_cell192279"
"1009",5,8,30,"Evan_MC_A1_cell192284"
"1010",12,24,99,"Evan_MC_A1_cell192585"
"1011",53,40,92,"Evan_MC_A1_cell192634"
"1012",79,86,106,"Evan_MC_A1_cell192680"
"1013",52,44,105,"Evan_MC_A1_cell192929"
"1014",79,86,8,"Evan_MC_A1_cell193173"
"1015",5,12,30,"Evan_MC_A1_cell193278"
"1016",54,49,95,"Evan_MC_A1_cell193578"
"1017",49,44,92,"Evan_MC_A1_cell193739"
"1018",53,40,92,"Evan_MC_A1_cell193763"
"1019",6,10,27,"Evan_MC_A1_cell193792"
"1020",79,84,8,"Evan_MC_A1_cell193876"
"1021",62,60,109,"Evan_MC_A1_cell194000"
"1022",6,10,27,"Evan_MC_A1_cell194223"
"1023",5,19,30,"Evan_MC_A1_cell194488"
"1024",78,8,31,"Evan_MC_A1_cell194900"
"1025",24,14,36,"Evan_MC_A1_cell194915"
"1026",52,44,105,"Evan_MC_A1_cell194960"
"1027",49,40,92,"Evan_MC_A1_cell194989"
"1028",53,40,92,"Evan_MC_A1_cell195018"
"1029",6,10,27,"Evan_MC_A1_cell195041"
"1030",79,85,10,"Evan_MC_A1_cell195145"
"1031",53,40,92,"Evan_MC_A1_cell195350"
"1032",78,8,30,"Evan_MC_A1_cell195651"
"1033",49,40,92,"Evan_MC_A1_cell195890"
"1034",63,56,112,"Evan_MC_A1_cell196228"
"1035",79,85,8,"Evan_MC_A1_cell196316"
"1036",24,14,34,"Evan_MC_A1_cell196845"
"1037",54,49,95,"Evan_MC_A1_cell196902"
"1038",52,44,105,"Evan_MC_A1_cell196919"
"1039",65,78,4,"Evan_MC_A1_cell197061"
"1040",21,20,58,"Evan_MC_A1_cell197416"
"1041",63,56,91,"Evan_MC_A1_cell197716"
"1042",73,95,21,"Evan_MC_A1_cell197831"
"1043",63,59,112,"Evan_MC_A1_cell197836"
"1044",66,56,112,"Evan_MC_A1_cell198348"
"1045",18,2,47,"Evan_MC_A1_cell198739"
"1046",53,40,92,"Evan_MC_A1_cell198887"
"1047",49,40,92,"Evan_MC_A1_cell198890"
"1048",79,84,105,"Evan_MC_A1_cell198937"
"1049",6,12,27,"Evan_MC_A1_cell199085"
"1050",79,84,8,"Evan_MC_A1_cell199152"
"1051",5,8,27,"Evan_MC_A1_cell199271"
"1052",12,24,99,"Evan_MC_A1_cell199390"
"1053",49,40,92,"Evan_MC_A1_cell199550"
"1054",18,2,47,"Evan_MC_A1_cell199820"
"1055",79,85,107,"Evan_MC_A1_cell199885"
"1056",68,82,98,"Evan_MC_A1_cell200083"
"1057",74,96,23,"Evan_MC_A1_cell200200"
"1058",53,49,95,"Evan_MC_A1_cell200338"
"1059",78,9,31,"Evan_MC_A1_cell200656"
"1060",74,96,22,"Evan_MC_A1_cell200930"
"1061",12,24,99,"Evan_MC_A1_cell201129"
"1062",72,96,23,"Evan_MC_A1_cell201190"
"1063",73,95,21,"Evan_MC_A1_cell201439"
"1064",68,78,101,"Evan_MC_A1_cell201468"
"1065",5,10,27,"Evan_MC_A1_cell201548"
"1066",20,20,56,"Evan_MC_A1_cell201787"
"1067",5,8,30,"Evan_MC_A1_cell201825"
"1068",5,12,30,"Evan_MC_A1_cell201906"
"1069",26,79,45,"Evan_MC_A1_cell202112"
"1070",73,95,21,"Evan_MC_A1_cell202166"
