"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"130",30,5,38,4,39,12,1,19,9,3,13,15,11,5,10,27,26,9,6,10,12,7,10,21,18,22,9,11,23,"Evan_MC_A1_cell23654"
"131",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell23879"
"132",23,26,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell24084"
"133",62,40,21,10,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_A1_cell24088"
"134",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell24732"
"135",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_A1_cell24885"
"136",7,48,30,40,19,1,32,26,13,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell25141"
"137",35,45,16,8,40,4,12,12,4,6,7,14,25,28,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_A1_cell25250"
"138",40,18,24,35,27,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell25488"
"139",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell25688"
"140",45,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_A1_cell25755"
"141",40,15,24,7,16,22,24,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell25967"
"142",15,4,39,1,25,9,7,3,1,10,1,11,4,4,9,11,11,6,4,8,7,13,7,6,12,7,10,12,6,"Evan_MC_A1_cell26055"
"143",51,28,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell26113"
"144",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell26227"
"145",39,52,41,26,35,34,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell26463"
"146",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_A1_cell26494"
"147",54,51,31,17,15,16,33,15,8,31,23,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell26619"
"148",59,37,12,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell26962"
"149",49,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell27059"
"150",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell27128"
"151",39,52,20,37,21,34,25,9,20,19,24,3,6,14,29,15,29,12,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell27390"
"152",8,29,3,34,33,3,1,19,6,3,2,8,11,5,8,27,26,9,6,10,12,7,10,21,18,22,12,11,4,"Evan_MC_A1_cell27406"
"153",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_A1_cell27637"
"154",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell27641"
"155",61,52,8,37,36,34,25,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell28066"
"156",23,26,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell28280"
"157",53,49,43,37,36,34,16,9,34,22,24,31,6,14,29,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell28328"
"158",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell28543"
"159",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_A1_cell28544"
"160",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_A1_cell28591"
"161",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell28980"
"162",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell29120"
"163",60,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_A1_cell29293"
"164",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell29338"
"165",53,25,43,36,36,37,16,9,34,22,22,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell29632"
"166",50,54,11,2,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_A1_cell29775"
"167",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_A1_cell29798"
"168",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_A1_cell30605"
"169",16,15,24,7,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell31041"
"170",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_A1_cell31239"
"171",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_A1_cell31258"
"172",64,10,9,29,18,11,36,4,17,2,33,12,5,27,7,16,14,1,21,22,26,27,22,12,16,12,17,8,18,"Evan_MC_A1_cell31328"
"173",57,44,35,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell31336"
"174",64,10,9,29,18,11,36,4,17,2,33,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_A1_cell31523"
"175",57,41,35,24,26,25,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell31747"
"176",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell31994"
"177",62,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_A1_cell32810"
"178",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell32947"
"179",11,28,31,17,4,16,33,15,13,31,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell33765"
"180",58,23,34,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_A1_cell33862"
"181",59,37,12,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell33894"
"182",23,26,45,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell33904"
"183",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_A1_cell34105"
"184",37,11,23,30,28,31,15,29,19,21,4,2,16,16,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_A1_cell34771"
"185",14,21,13,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_A1_cell34780"
"186",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_A1_cell34897"
"187",23,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell35055"
"188",55,44,35,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell35311"
"189",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_A1_cell35359"
"190",21,25,43,36,36,37,16,34,22,22,22,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell35747"
"191",54,28,31,17,15,16,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell35807"
"192",39,52,20,26,21,34,25,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell35855"
"193",24,47,4,13,32,30,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_A1_cell36176"
"194",33,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_A1_cell36217"
"195",8,29,3,34,10,3,1,19,6,25,13,8,11,5,8,27,26,9,9,10,7,13,7,21,18,22,12,11,4,"Evan_MC_A1_cell36292"
"196",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell36394"
"197",26,21,13,23,38,12,6,19,6,3,28,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,2,11,23,"Evan_MC_A1_cell36424"
"198",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_A1_cell36516"
"199",60,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_A1_cell36623"
"200",41,48,2,12,4,1,33,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell36705"
"201",26,21,13,23,38,12,6,6,6,3,28,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,2,11,23,"Evan_MC_A1_cell37142"
"202",39,52,20,26,35,34,30,11,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell37308"
"203",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell37473"
"204",47,20,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell37535"
"205",19,10,9,29,18,38,11,24,17,15,30,17,15,22,25,16,14,1,21,22,4,27,20,20,6,13,25,8,18,"Evan_MC_A1_cell38158"
"206",21,13,43,36,36,37,16,34,22,22,22,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell38333"
"207",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell38447"
"208",61,52,20,26,21,34,25,11,20,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell39016"
"209",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell39127"
"210",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_A1_cell39349"
"211",60,32,19,15,23,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_A1_cell39839"
"212",42,47,4,13,29,14,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_A1_cell39898"
"213",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_A1_cell40019"
"214",54,28,31,17,15,16,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell40164"
"215",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell40303"
"216",11,28,31,17,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell40736"
"217",57,41,35,20,26,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell40782"
"218",50,54,11,2,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_A1_cell40884"
"219",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell40938"
"220",17,13,41,26,35,37,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell40971"
"221",63,7,27,27,37,29,14,21,30,18,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_A1_cell41773"
"222",17,13,41,26,35,37,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell42119"
"223",7,53,30,40,15,1,32,26,13,17,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell42565"
"224",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell43971"
"225",59,37,24,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell44038"
"226",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell44182"
"227",17,13,43,36,35,37,30,34,34,19,22,31,12,26,18,9,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell44203"
"228",26,21,10,3,38,12,20,6,9,3,5,15,29,5,10,6,27,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_A1_cell44432"
"229",10,3,38,1,25,10,7,3,1,10,13,11,4,4,9,11,11,6,9,10,7,13,7,6,18,7,12,12,6,"Evan_MC_A1_cell44440"
"230",54,51,31,12,15,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell44892"
"231",57,41,18,24,26,27,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell45303"
"232",38,36,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_A1_cell45527"
"233",29,12,48,11,31,33,28,23,18,26,18,18,20,15,11,10,10,13,13,13,14,1,6,5,1,1,1,1,14,"Evan_MC_A1_cell45583"
"234",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell45965"
"235",35,45,16,8,40,4,12,12,4,6,7,14,25,28,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_A1_cell46378"
"236",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell46396"
"237",29,12,48,11,31,33,28,23,18,26,18,18,20,15,11,10,10,13,13,13,14,1,6,5,1,1,1,1,14,"Evan_MC_A1_cell46748"
"238",38,36,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_A1_cell46809"
"239",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_A1_cell46849"
"240",24,47,4,21,32,30,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_A1_cell46962"
"241",7,53,30,40,15,17,32,26,13,17,23,6,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell47287"
"242",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_A1_cell47602"
"243",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell47735"
"244",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_A1_cell47963"
"245",1,29,3,34,10,3,1,10,6,25,13,8,11,5,8,27,26,9,6,10,12,7,10,21,18,22,12,11,4,"Evan_MC_A1_cell48125"
"246",9,23,34,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_A1_cell48165"
"247",59,37,24,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell48213"
"248",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_A1_cell48296"
"249",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_A1_cell48310"
"250",41,48,2,12,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell48401"
"251",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell48764"
"252",49,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell49112"
"253",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell49440"
"254",21,13,43,36,36,37,16,34,22,22,22,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell49478"
"255",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_A1_cell49481"
"256",32,20,17,9,6,7,31,35,16,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell49692"
"257",28,25,8,37,36,34,16,9,20,22,24,3,6,14,29,9,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell49802"
"258",7,48,30,40,19,1,32,26,13,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell49913"
"259",54,51,31,40,4,1,33,26,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell49924"
"260",48,17,25,16,24,5,21,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell50093"
"261",3,8,10,1,39,9,20,3,9,10,5,15,4,4,9,6,11,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_A1_cell50740"
"262",16,15,24,7,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell50778"
"263",45,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_A1_cell51006"
"264",29,12,48,11,31,33,28,23,18,26,18,18,20,15,11,10,10,13,13,13,14,1,6,5,1,1,1,1,14,"Evan_MC_A1_cell51008"
"265",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell51022"
"266",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_A1_cell51201"
"267",61,52,8,37,21,34,25,9,20,22,24,3,6,14,29,9,29,12,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell51471"
"268",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_A1_cell51621"
"269",57,41,35,24,26,25,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_A1_cell51791"
"270",30,5,38,23,33,12,1,19,9,3,2,15,11,5,10,27,26,9,6,10,12,7,10,21,18,22,9,11,4,"Evan_MC_A1_cell51872"
"271",53,25,8,36,36,23,16,9,22,22,24,3,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell52003"
"272",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_A1_cell52129"
"273",1,29,3,34,10,3,1,10,6,25,13,8,11,5,8,27,26,9,6,10,12,7,10,6,18,7,12,11,4,"Evan_MC_A1_cell52310"
"274",45,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_A1_cell52316"
"275",26,21,13,23,38,12,6,6,6,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,2,11,23,"Evan_MC_A1_cell52504"
"276",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell52617"
"277",28,25,8,36,36,23,16,9,22,22,24,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell52632"
"278",59,37,12,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell53077"
"279",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell53148"
"280",31,50,9,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,4,27,20,20,6,13,25,20,22,"Evan_MC_A1_cell53217"
"281",19,10,9,29,18,38,11,24,17,15,30,17,15,22,25,16,14,1,21,22,4,27,20,20,6,13,25,8,18,"Evan_MC_A1_cell53394"
"282",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,4,27,20,20,6,13,25,20,22,"Evan_MC_A1_cell53518"
"283",34,41,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_A1_cell53664"
"284",50,54,11,2,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_A1_cell53813"
"285",8,8,38,4,39,12,20,19,9,3,5,15,11,5,9,27,26,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_A1_cell54168"
"286",53,49,43,36,36,34,16,9,34,22,24,31,6,14,29,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell54230"
"287",23,26,25,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell55013"
"288",45,39,28,39,14,11,36,4,28,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_A1_cell55060"
"289",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_A1_cell55107"
"290",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell55316"
"291",23,26,25,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell55320"
"292",51,28,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_A1_cell55389"
"293",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell55404"
"294",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_A1_cell55444"
"295",19,10,9,29,18,35,11,24,17,23,21,17,15,22,25,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_A1_cell55462"
"296",23,26,25,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell55758"
"297",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_A1_cell55779"
"298",59,37,12,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_A1_cell55862"
"299",45,31,36,29,18,35,36,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_A1_cell55944"
"300",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_A1_cell55996"
"301",46,55,33,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_A1_cell56046"
"302",39,52,20,26,21,34,25,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_A1_cell56457"
"303",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_A1_cell56633"
"304",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_A1_cell57059"
"305",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_A1_cell57075"
"306",8,29,3,34,10,3,1,10,6,25,13,8,11,5,8,27,26,9,9,10,7,13,7,21,18,22,12,11,4,"Evan_MC_A1_cell57152"
