"","Rsec","RsecT","cells"
"3310",7,7,"SM-GE644_S006_E1-50"
"3311",7,7,"SM-GE644_S007_E1-50"
"3312",18,18,"SM-GE644_S008_E1-50"
"3313",7,7,"SM-GE644_S009_E1-50"
"3314",18,18,"SM-GE644_S010_E1-50"
"3315",7,7,"SM-GE644_S011_E1-50"
"3316",1,1,"SM-GE644_S012_E1-50"
"3317",7,7,"SM-GE644_S013_E1-50"
"3318",7,7,"SM-GE644_S014_E1-50"
"3319",7,7,"SM-GE644_S015_E1-50"
"3320",-1,13,"SM-GE644_S016_E1-50"
"3321",7,7,"SM-GE644_S017_E1-50"
"3322",7,7,"SM-GE644_S018_E1-50"
"3323",7,7,"SM-GE644_S019_E1-50"
"3324",12,12,"SM-GE644_S020_E1-50"
"3325",7,7,"SM-GE644_S021_E1-50"
"3326",-1,13,"SM-GE644_S022_E1-50"
"3327",7,7,"SM-GE644_S023_E1-50"
"3328",-1,15,"SM-GE644_S024_E1-50"
"3329",-1,21,"SM-GE644_S033_E1-50"
"3330",9,9,"SM-GE644_S034_E1-50"
"3331",-1,15,"SM-GE644_S035_E1-50"
"3332",9,9,"SM-GE644_S036_E1-50"
"3333",-1,13,"SM-GE644_S037_E1-50"
"3334",9,9,"SM-GE644_S038_E1-50"
"3335",-1,18,"SM-GE644_S039_E1-50"
"3336",17,17,"SM-GE644_S040_E1-50"
"3337",-1,18,"SM-GE644_S041_E1-50"
"3338",13,13,"SM-GE644_S042_E1-50"
"3339",-1,14,"SM-GE644_S043_E1-50"
"3340",7,7,"SM-GE644_S044_E1-50"
"3341",1,1,"SM-GE644_S045_E1-50"
"3342",7,7,"SM-GE644_S046_E1-50"
"3343",7,7,"SM-GE644_S047_E1-50"
"3344",-1,1,"SM-GE644_S048_E1-50"
"3345",1,1,"SM-GE644_S049_E1-50"
"3346",-1,19,"SM-GE644_S050_E1-50"
"3347",17,17,"SM-GE644_S051_E1-50"
"3348",-1,17,"SM-GE644_S052_E1-50"
"3349",-1,19,"SM-GE644_S053_E1-50"
"3350",-1,12,"SM-GE644_S054_E1-50"
"3351",-1,2,"SM-GE644_S055_E1-50"
"3352",-1,17,"SM-GE644_S056_E1-50"
"3353",14,14,"SM-GE644_S057_E1-50"
"3354",-1,19,"SM-GE644_S058_E1-50"
"3355",2,2,"SM-GE644_S059_E1-50"
"3356",14,14,"SM-GE644_S061_E1-50"
"3357",-1,19,"SM-GE644_S063_E1-50"
"3358",-1,19,"SM-GE644_S064_E1-50"
"3359",2,2,"SM-GE644_S065_E1-50"
"3360",-1,9,"SM-GE644_S066_E1-50"
"3361",14,14,"SM-GE644_S067_E1-50"
"3362",14,14,"SM-GE644_S071_E1-50"
"3363",2,2,"SM-GE644_S072_E1-50"
"3364",-1,19,"SM-GE644_S073_E1-50"
"3365",-1,19,"SM-GE644_S075_E1-50"
"3366",2,2,"SM-GE644_S076_E1-50"
"3367",21,21,"SM-GE644_S077_E1-50"
"3368",2,2,"SM-GE644_S078_E1-50"
"3369",2,2,"SM-GE644_S079_E1-50"
"3370",14,14,"SM-GE644_S080_E1-50"
"3371",9,9,"SM-GE644_S081_E1-50"
"3372",16,16,"SM-GE644_S082_E1-50"
"3373",16,16,"SM-GE644_S083_E1-50"
"3374",-1,19,"SM-GE644_S084_E1-50"
"3375",-1,19,"SM-GE644_S085_E1-50"
"3376",-1,3,"SM-GE644_S086_E1-50"
"3377",-1,14,"SM-GE644_S087_E1-50"
"3378",-1,21,"SM-GE644_S088_E1-50"
"3379",-1,10,"SM-GE644_S089_E1-50"
"3380",-1,14,"SM-GE644_S090_E1-50"
"3381",-1,17,"SM-GE644_S091_E1-50"
"3382",13,13,"SM-GE644_S092_E1-50"
"3383",-1,15,"SM-GE644_S093_E1-50"
"3384",7,7,"SM-GE644_S094_E1-50"
"3385",1,1,"SM-GE644_S095_E1-50"
"3386",-1,10,"SM-GE644_S096_E1-50"
"3387",7,7,"SM-GE644_S097_E1-50"
"3388",-1,15,"SM-GE644_S098_E1-50"
"3389",-1,19,"SM-GE644_S099_E1-50"
"3390",-1,7,"SM-GE644_S100_E1-50"
"3391",7,7,"SM-GE644_S101_E1-50"
"3392",18,18,"SM-GE644_S102_E1-50"
"3393",7,7,"SM-GE644_S103_E1-50"
"3394",18,18,"SM-GE644_S104_E1-50"
"3395",7,7,"SM-GE644_S105_E1-50"
"3396",-1,17,"SM-GE644_S106_E1-50"
"3397",7,7,"SM-GE644_S107_E1-50"
"3398",7,7,"SM-GE644_S108_E1-50"
"3399",-1,14,"SM-GE644_S109_E1-50"
"3400",13,13,"SM-GE644_S110_E1-50"
"3401",18,18,"SM-GE644_S111_E1-50"
"3402",18,18,"SM-GE644_S112_E1-50"
"3403",18,18,"SM-GE644_S113_E1-50"
"3404",7,7,"SM-GE644_S114_E1-50"
"3405",-1,21,"SM-GE644_S115_E1-50"
"3406",19,19,"SM-GE644_S116_E1-50"
"3407",-1,21,"SM-GE644_S117_E1-50"
"3408",18,18,"SM-GE644_S118_E1-50"
"3409",7,7,"SM-GE644_S119_E1-50"
"3410",7,7,"SM-GE644_S120_E1-50"
"3411",-1,21,"SM-GE644_S121_E1-50"
"3412",18,18,"SM-GE644_S122_E1-50"
"3413",19,19,"SM-GE644_S123_E1-50"
"3414",12,12,"SM-GE644_S124_E1-50"
"3415",-1,3,"SM-GE644_S125_E1-50"
"3416",-1,17,"SM-GE644_S126_E1-50"
"3417",1,1,"SM-GE644_S127_E1-50"
"3418",-1,14,"SM-GE644_S137_E1-50"
"3419",-1,14,"SM-GE644_S138_E1-50"
"3420",18,18,"SM-GE644_S139_E1-50"
"3421",19,19,"SM-GE644_S140_E1-50"
"3422",1,1,"SM-GE644_S141_E1-50"
"3423",13,13,"SM-GE644_S142_E1-50"
"3424",9,9,"SM-GE644_S143_E1-50"
"3425",12,12,"SM-GE644_S144_E1-50"
"3426",-1,19,"SM-GE644_S146_E1-50"
"3427",-1,2,"SM-GE644_S147_E1-50"
"3428",-1,21,"SM-GE644_S148_E1-50"
"3429",12,12,"SM-GE644_S149_E1-50"
"3430",-1,21,"SM-GE644_S150_E1-50"
"3431",-1,17,"SM-GE644_S151_E1-50"
"3432",1,1,"SM-GE644_S152_E1-50"
"3433",2,2,"SM-GE644_S153_E1-50"
"3434",9,9,"SM-GE644_S154_E1-50"
"3435",-1,19,"SM-GE644_S155_E1-50"
"3436",9,9,"SM-GE644_S157_E1-50"
"3437",3,3,"SM-GE644_S158_E1-50"
"3438",2,2,"SM-GE644_S159_E1-50"
"3439",-1,12,"SM-GE644_S160_E1-50"
"3440",14,14,"SM-GE644_S161_E1-50"
"3441",19,19,"SM-GE644_S162_E1-50"
"3442",14,14,"SM-GE644_S163_E1-50"
"3443",-1,19,"SM-GE644_S164_E1-50"
"3444",14,14,"SM-GE644_S165_E1-50"
"3445",14,14,"SM-GE644_S166_E1-50"
"3446",-1,2,"SM-GE644_S167_E1-50"
"3447",14,14,"SM-GE644_S168_E1-50"
"3448",17,17,"SM-GE644_S169_E1-50"
"3449",13,13,"SM-GE644_S170_E1-50"
"3450",14,14,"SM-GE644_S171_E1-50"
"3451",1,1,"SM-GE644_S173_E1-50"
"3452",3,3,"SM-GE644_S174_E1-50"
"3453",3,3,"SM-GE644_S175_E1-50"
"3454",-1,21,"SM-GE644_S176_E1-50"
"3455",-1,21,"SM-GE644_S177_E1-50"
"3456",16,16,"SM-GE644_S178_E1-50"
"3457",10,10,"SM-GE644_S179_E1-50"
"3458",-1,15,"SM-GE644_S180_E1-50"
"3459",18,18,"SM-GE644_S181_E1-50"
"3460",15,15,"SM-GE644_S182_E1-50"
"3461",-1,17,"SM-GE644_S183_E1-50"
"3462",-1,10,"SM-GE644_S184_E1-50"
"3463",16,16,"SM-GE644_S185_E1-50"
"3464",15,15,"SM-GE644_S187_E1-50"
"3465",1,1,"SM-GE644_S188_E1-50"
"3466",16,16,"SM-GE644_S189_E1-50"
"3467",-1,3,"SM-GE644_S190_E1-50"
"3468",-1,10,"SM-GE644_S191_E1-50"
"3469",3,3,"SM-GE644_S192_E1-50"
"3470",7,7,"SM-GE645_S001_E1-50"
"3471",7,7,"SM-GE645_S002_E1-50"
"3472",7,7,"SM-GE645_S003_E1-50"
"3473",7,7,"SM-GE645_S004_E1-50"
"3474",18,18,"SM-GE645_S005_E1-50"
"3475",7,7,"SM-GE645_S006_E1-50"
"3476",7,7,"SM-GE645_S007_E1-50"
"3477",7,7,"SM-GE645_S008_E1-50"
"3478",7,7,"SM-GE645_S009_E1-50"
"3479",7,7,"SM-GE645_S010_E1-50"
"3480",-1,17,"SM-GE645_S011_E1-50"
"3481",19,19,"SM-GE645_S012_E1-50"
"3482",13,13,"SM-GE645_S013_E1-50"
"3483",-1,1,"SM-GE645_S014_E1-50"
"3484",19,19,"SM-GE645_S015_E1-50"
"3485",7,7,"SM-GE645_S016_E1-50"
"3486",1,1,"SM-GE645_S017_E1-50"
"3487",7,7,"SM-GE645_S018_E1-50"
"3488",7,7,"SM-GE645_S019_E1-50"
"3489",-1,7,"SM-GE645_S020_E1-50"
"3490",7,7,"SM-GE645_S021_E1-50"
"3491",-1,18,"SM-GE645_S022_E1-50"
"3492",-1,17,"SM-GE645_S023_E1-50"
"3493",7,7,"SM-GE645_S024_E1-50"
"3494",19,19,"SM-GE645_S025_E1-50"
"3495",19,19,"SM-GE645_S026_E1-50"
"3496",1,1,"SM-GE645_S027_E1-50"
"3497",-1,17,"SM-GE645_S028_E1-50"
"3498",18,18,"SM-GE645_S029_E1-50"
"3499",1,1,"SM-GE645_S030_E1-50"
"3500",7,7,"SM-GE645_S031_E1-50"
"3501",12,12,"SM-GE645_S032_E1-50"
"3502",19,19,"SM-GE645_S033_E1-50"
"3503",-1,17,"SM-GE645_S034_E1-50"
"3504",-1,12,"SM-GE645_S035_E1-50"
"3505",7,7,"SM-GE645_S036_E1-50"
"3506",7,7,"SM-GE645_S037_E1-50"
"3507",-1,13,"SM-GE645_S038_E1-50"
"3508",-1,17,"SM-GE645_S039_E1-50"
"3509",-1,17,"SM-GE645_S040_E1-50"
"3510",-1,17,"SM-GE645_S049_E1-50"
"3511",-1,14,"SM-GE645_S050_E1-50"
"3512",2,2,"SM-GE645_S051_E1-50"
"3513",-1,19,"SM-GE645_S053_E1-50"
"3514",-1,19,"SM-GE645_S054_E1-50"
"3515",-1,17,"SM-GE645_S055_E1-50"
"3516",2,2,"SM-GE645_S056_E1-50"
"3517",15,15,"SM-GE645_S057_E1-50"
"3518",12,12,"SM-GE645_S058_E1-50"
"3519",3,3,"SM-GE645_S059_E1-50"
"3520",7,7,"SM-GE645_S060_E1-50"
"3521",10,10,"SM-GE645_S061_E1-50"
"3522",1,1,"SM-GE645_S062_E1-50"
"3523",12,12,"SM-GE645_S063_E1-50"
"3524",-1,17,"SM-GE645_S064_E1-50"
"3525",-1,21,"SM-GE645_S065_E1-50"
"3526",12,12,"SM-GE645_S066_E1-50"
"3527",1,1,"SM-GE645_S067_E1-50"
"3528",12,12,"SM-GE645_S068_E1-50"
"3529",18,18,"SM-GE645_S069_E1-50"
"3530",1,1,"SM-GE645_S070_E1-50"
"3531",3,3,"SM-GE645_S071_E1-50"
"3532",19,19,"SM-GE645_S072_E1-50"
"3533",15,15,"SM-GE645_S073_E1-50"
"3534",1,1,"SM-GE645_S075_E1-50"
"3535",1,1,"SM-GE645_S076_E1-50"
"3536",1,1,"SM-GE645_S077_E1-50"
"3537",12,12,"SM-GE645_S078_E1-50"
"3538",9,9,"SM-GE645_S079_E1-50"
"3539",9,9,"SM-GE645_S080_E1-50"
"3540",15,15,"SM-GE645_S081_E1-50"
"3541",-1,15,"SM-GE645_S082_E1-50"
"3542",-1,17,"SM-GE645_S083_E1-50"
"3543",15,15,"SM-GE645_S084_E1-50"
"3544",18,18,"SM-GE645_S085_E1-50"
"3545",-1,19,"SM-GE645_S086_E1-50"
"3546",-1,14,"SM-GE645_S087_E1-50"
"3547",-1,17,"SM-GE645_S088_E1-50"
"3548",1,1,"SM-GE645_S089_E1-50"
"3549",-1,19,"SM-GE645_S090_E1-50"
"3550",1,1,"SM-GE645_S091_E1-50"
"3551",18,18,"SM-GE645_S092_E1-50"
"3552",-1,14,"SM-GE645_S093_E1-50"
"3553",16,16,"SM-GE645_S094_E1-50"
"3554",1,1,"SM-GE645_S095_E1-50"
"3555",16,16,"SM-GE645_S096_E1-50"
"3556",-1,13,"SM-GE645_S097_E1-50"
"3557",-1,3,"SM-GE645_S098_E1-50"
"3558",-1,3,"SM-GE645_S099_E1-50"
"3559",-1,3,"SM-GE645_S100_E1-50"
"3560",7,7,"SM-GE645_S101_E1-50"
"3561",7,7,"SM-GE645_S102_E1-50"
"3562",-1,17,"SM-GE645_S103_E1-50"
"3563",7,7,"SM-GE645_S104_E1-50"
"3564",-1,21,"SM-GE645_S105_E1-50"
"3565",-1,19,"SM-GE645_S106_E1-50"
"3566",7,7,"SM-GE645_S107_E1-50"
"3567",7,7,"SM-GE645_S108_E1-50"
"3568",-1,7,"SM-GE645_S109_E1-50"
"3569",7,7,"SM-GE645_S110_E1-50"
"3570",7,7,"SM-GE645_S111_E1-50"
"3571",9,9,"SM-GE645_S112_E1-50"
"3572",-1,2,"SM-GE645_S113_E1-50"
"3573",-1,19,"SM-GE645_S114_E1-50"
"3574",-1,19,"SM-GE645_S115_E1-50"
"3575",19,19,"SM-GE645_S116_E1-50"
"3576",19,19,"SM-GE645_S117_E1-50"
"3577",-1,19,"SM-GE645_S118_E1-50"
"3578",-1,21,"SM-GE645_S119_E1-50"
"3579",19,19,"SM-GE645_S120_E1-50"
"3580",-1,17,"SM-GE645_S122_E1-50"
"3581",2,2,"SM-GE645_S123_E1-50"
"3582",2,2,"SM-GE645_S124_E1-50"
"3583",2,2,"SM-GE645_S125_E1-50"
"3584",9,9,"SM-GE645_S126_E1-50"
"3585",9,9,"SM-GE645_S127_E1-50"
"3586",-1,19,"SM-GE645_S128_E1-50"
"3587",14,14,"SM-GE645_S129_E1-50"
"3588",-1,9,"SM-GE645_S130_E1-50"
"3589",9,9,"SM-GE645_S131_E1-50"
"3590",14,14,"SM-GE645_S133_E1-50"
"3591",9,9,"SM-GE645_S134_E1-50"
"3592",14,14,"SM-GE645_S135_E1-50"
"3593",9,9,"SM-GE645_S136_E1-50"
"3594",-1,21,"SM-GE645_S137_E1-50"
"3595",2,2,"SM-GE645_S138_E1-50"
"3596",9,9,"SM-GE645_S139_E1-50"
"3597",2,2,"SM-GE645_S140_E1-50"
"3598",-1,14,"SM-GE645_S141_E1-50"
"3599",-1,13,"SM-GE645_S142_E1-50"
"3600",-1,19,"SM-GE645_S143_E1-50"
"3601",9,9,"SM-GE645_S144_E1-50"
"3602",15,15,"SM-GE645_S153_E1-50"
"3603",12,12,"SM-GE645_S154_E1-50"
"3604",7,7,"SM-GE645_S155_E1-50"
"3605",3,3,"SM-GE645_S157_E1-50"
"3606",1,1,"SM-GE645_S158_E1-50"
"3607",12,12,"SM-GE645_S159_E1-50"
"3608",1,1,"SM-GE645_S160_E1-50"
"3609",1,1,"SM-GE645_S161_E1-50"
"3610",-1,1,"SM-GE645_S162_E1-50"
"3611",15,15,"SM-GE645_S163_E1-50"
"3612",1,1,"SM-GE645_S164_E1-50"
"3613",3,3,"SM-GE645_S166_E1-50"
"3614",3,3,"SM-GE645_S167_E1-50"
"3615",12,12,"SM-GE645_S168_E1-50"
"3616",7,7,"SM-GE645_S169_E1-50"
"3617",3,3,"SM-GE645_S170_E1-50"
"3618",17,17,"SM-GE645_S171_E1-50"
"3619",1,1,"SM-GE645_S172_E1-50"
"3620",-1,13,"SM-GE645_S173_E1-50"
"3621",1,1,"SM-GE645_S174_E1-50"
"3622",1,1,"SM-GE645_S175_E1-50"
"3623",1,1,"SM-GE645_S176_E1-50"
"3624",-1,21,"SM-GE645_S177_E1-50"
"3625",-1,7,"SM-GE645_S178_E1-50"
"3626",12,12,"SM-GE645_S179_E1-50"
"3627",-1,3,"SM-GE645_S180_E1-50"
"3628",-1,17,"SM-GE645_S181_E1-50"
"3629",12,12,"SM-GE645_S182_E1-50"
"3630",-1,17,"SM-GE645_S183_E1-50"
"3631",-1,21,"SM-GE645_S184_E1-50"
"3632",16,16,"SM-GE645_S185_E1-50"
"3633",1,1,"SM-GE645_S186_E1-50"
"3634",-1,16,"SM-GE645_S187_E1-50"
"3635",-1,19,"SM-GE645_S188_E1-50"
"3636",16,16,"SM-GE645_S189_E1-50"
"3637",1,1,"SM-GE645_S190_E1-50"
"3638",-1,10,"SM-GE645_S191_E1-50"
"3639",16,16,"SM-GE645_S192_E1-50"
"3640",-1,19,"SM-GE646_S001_E1-50"
"3641",-1,17,"SM-GE646_S002_E1-50"
"3642",19,19,"SM-GE646_S003_E1-50"
"3643",-1,19,"SM-GE646_S004_E1-50"
"3644",-1,17,"SM-GE646_S005_E1-50"
"3645",19,19,"SM-GE646_S006_E1-50"
"3646",-1,19,"SM-GE646_S007_E1-50"
"3647",-1,17,"SM-GE646_S008_E1-50"
"3648",19,19,"SM-GE646_S009_E1-50"
"3649",-1,19,"SM-GE646_S010_E1-50"
"3650",-1,19,"SM-GE646_S011_E1-50"
"3651",17,17,"SM-GE646_S012_E1-50"
"3652",-1,19,"SM-GE646_S013_E1-50"
"3653",-1,2,"SM-GE646_S014_E1-50"
"3654",-1,17,"SM-GE646_S015_E1-50"
"3655",-1,19,"SM-GE646_S016_E1-50"
"3656",19,19,"SM-GE646_S018_E1-50"
"3657",19,19,"SM-GE646_S019_E1-50"
"3658",19,19,"SM-GE646_S020_E1-50"
"3659",-1,19,"SM-GE646_S021_E1-50"
"3660",-1,19,"SM-GE646_S022_E1-50"
"3661",-1,19,"SM-GE646_S023_E1-50"
"3662",-1,19,"SM-GE646_S024_E1-50"
"3663",19,19,"SM-GE646_S025_E1-50"
"3664",3,3,"SM-GE646_S026_E1-50"
"3665",-1,19,"SM-GE646_S027_E1-50"
"3666",-1,9,"SM-GE646_S028_E1-50"
"3667",-1,9,"SM-GE646_S029_E1-50"
"3668",-1,2,"SM-GE646_S030_E1-50"
"3669",-1,14,"SM-GE646_S031_E1-50"
"3670",-1,14,"SM-GE646_S032_E1-50"
"3671",-1,19,"SM-GE646_S033_E1-50"
"3672",14,14,"SM-GE646_S034_E1-50"
"3673",14,14,"SM-GE646_S035_E1-50"
"3674",10,10,"SM-GE646_S036_E1-50"
"3675",-1,19,"SM-GE646_S037_E1-50"
"3676",9,9,"SM-GE646_S038_E1-50"
"3677",-1,19,"SM-GE646_S040_E1-50"
"3678",-1,19,"SM-GE646_S041_E1-50"
"3679",-1,17,"SM-GE646_S042_E1-50"
"3680",-1,19,"SM-GE646_S043_E1-50"
"3681",19,19,"SM-GE646_S044_E1-50"
"3682",-1,19,"SM-GE646_S045_E1-50"
"3683",9,9,"SM-GE646_S046_E1-50"
"3684",-1,19,"SM-GE646_S047_E1-50"
"3685",19,19,"SM-GE646_S048_E1-50"
"3686",16,16,"SM-GE646_S049_E1-50"
"3687",-1,2,"SM-GE646_S050_E1-50"
"3688",-1,19,"SM-GE646_S051_E1-50"
"3689",-1,21,"SM-GE646_S052_E1-50"
"3690",16,16,"SM-GE646_S053_E1-50"
"3691",7,7,"SM-GE646_S055_E1-50"
"3692",1,1,"SM-GE646_S056_E1-50"
"3693",-1,19,"SM-GE646_S066_E1-50"
"3694",-1,2,"SM-GE646_S067_E1-50"
"3695",16,16,"SM-GE646_S068_E1-50"
"3696",16,16,"SM-GE646_S069_E1-50"
"3697",-1,3,"SM-GE646_S070_E1-50"
"3698",16,16,"SM-GE646_S071_E1-50"
"3699",-1,21,"SM-GE646_S072_E1-50"
"3700",16,16,"SM-GE646_S074_E1-50"
"3701",-1,21,"SM-GE646_S075_E1-50"
"3702",21,21,"SM-GE646_S076_E1-50"
"3703",21,21,"SM-GE646_S077_E1-50"
"3704",-1,2,"SM-GE646_S078_E1-50"
"3705",-1,19,"SM-GE646_S079_E1-50"
"3706",16,16,"SM-GE646_S081_E1-50"
"3707",16,16,"SM-GE646_S082_E1-50"
"3708",16,16,"SM-GE646_S083_E1-50"
"3709",16,16,"SM-GE646_S084_E1-50"
"3710",16,16,"SM-GE646_S086_E1-50"
"3711",-1,13,"SM-GE646_S087_E1-50"
"3712",-1,1,"SM-GE646_S088_E1-50"
"3713",-1,21,"SM-GE646_S089_E1-50"
"3714",3,3,"SM-GE646_S090_E1-50"
"3715",-1,2,"SM-GE646_S091_E1-50"
"3716",-1,15,"SM-GE646_S092_E1-50"
"3717",12,12,"SM-GE646_S093_E1-50"
"3718",-1,16,"SM-GE646_S094_E1-50"
"3719",1,1,"SM-GE646_S095_E1-50"
"3720",15,15,"SM-GE646_S096_E1-50"
"3721",19,19,"SM-GE646_S097_E1-50"
"3722",19,19,"SM-GE646_S098_E1-50"
"3723",-1,17,"SM-GE646_S099_E1-50"
"3724",-1,21,"SM-GE646_S100_E1-50"
"3725",-1,19,"SM-GE646_S101_E1-50"
"3726",-1,19,"SM-GE646_S102_E1-50"
"3727",19,19,"SM-GE646_S103_E1-50"
"3728",-1,19,"SM-GE646_S104_E1-50"
"3729",-1,21,"SM-GE646_S105_E1-50"
"3730",19,19,"SM-GE646_S106_E1-50"
"3731",-1,19,"SM-GE646_S107_E1-50"
"3732",-1,21,"SM-GE646_S108_E1-50"
"3733",-1,19,"SM-GE646_S109_E1-50"
"3734",-1,21,"SM-GE646_S111_E1-50"
"3735",17,17,"SM-GE646_S112_E1-50"
"3736",1,1,"SM-GE646_S113_E1-50"
"3737",-1,21,"SM-GE646_S114_E1-50"
"3738",9,9,"SM-GE646_S115_E1-50"
"3739",-1,21,"SM-GE646_S116_E1-50"
"3740",-1,12,"SM-GE646_S117_E1-50"
"3741",-1,17,"SM-GE646_S118_E1-50"
"3742",18,18,"SM-GE646_S119_E1-50"
"3743",18,18,"SM-GE646_S120_E1-50"
"3744",-1,19,"SM-GE646_S121_E1-50"
"3745",19,19,"SM-GE646_S122_E1-50"
"3746",-1,19,"SM-GE646_S123_E1-50"
"3747",-1,19,"SM-GE646_S124_E1-50"
"3748",-1,19,"SM-GE646_S125_E1-50"
"3749",-1,19,"SM-GE646_S126_E1-50"
"3750",9,9,"SM-GE646_S127_E1-50"
"3751",14,14,"SM-GE646_S128_E1-50"
"3752",-1,15,"SM-GE646_S129_E1-50"
"3753",-1,19,"SM-GE646_S130_E1-50"
"3754",2,2,"SM-GE646_S131_E1-50"
"3755",-1,19,"SM-GE646_S132_E1-50"
"3756",14,14,"SM-GE646_S133_E1-50"
"3757",-1,21,"SM-GE646_S134_E1-50"
"3758",2,2,"SM-GE646_S135_E1-50"
"3759",2,2,"SM-GE646_S136_E1-50"
"3760",-1,17,"SM-GE646_S137_E1-50"
"3761",3,3,"SM-GE646_S138_E1-50"
"3762",-1,9,"SM-GE646_S139_E1-50"
"3763",13,13,"SM-GE646_S140_E1-50"
"3764",14,14,"SM-GE646_S141_E1-50"
"3765",19,19,"SM-GE646_S142_E1-50"
"3766",2,2,"SM-GE646_S143_E1-50"
"3767",2,2,"SM-GE646_S144_E1-50"
"3768",9,9,"SM-GE646_S146_E1-50"
"3769",-1,14,"SM-GE646_S147_E1-50"
"3770",-1,17,"SM-GE646_S148_E1-50"
"3771",16,16,"SM-GE646_S149_E1-50"
"3772",15,15,"SM-GE646_S150_E1-50"
"3773",21,21,"SM-GE646_S151_E1-50"
"3774",-1,19,"SM-GE646_S152_E1-50"
"3775",-1,12,"SM-GE646_S153_E1-50"
"3776",15,15,"SM-GE646_S154_E1-50"
"3777",-1,19,"SM-GE646_S155_E1-50"
"3778",-1,19,"SM-GE646_S156_E1-50"
"3779",-1,2,"SM-GE646_S158_E1-50"
"3780",-1,21,"SM-GE646_S159_E1-50"
"3781",-1,9,"SM-GE646_S160_E1-50"
"3782",-1,21,"SM-GE646_S169_E1-50"
"3783",-1,14,"SM-GE646_S170_E1-50"
"3784",16,16,"SM-GE646_S171_E1-50"
"3785",-1,21,"SM-GE646_S172_E1-50"
"3786",-1,1,"SM-GE646_S173_E1-50"
"3787",-1,17,"SM-GE646_S174_E1-50"
"3788",16,16,"SM-GE646_S175_E1-50"
"3789",-1,19,"SM-GE646_S176_E1-50"
"3790",15,15,"SM-GE646_S177_E1-50"
"3791",-1,21,"SM-GE646_S178_E1-50"
"3792",-1,16,"SM-GE646_S180_E1-50"
"3793",-1,3,"SM-GE646_S181_E1-50"
"3794",7,7,"SM-GE646_S182_E1-50"
"3795",-1,21,"SM-GE646_S183_E1-50"
"3796",16,16,"SM-GE646_S184_E1-50"
"3797",12,12,"SM-GE646_S185_E1-50"
"3798",16,16,"SM-GE646_S186_E1-50"
"3799",-1,3,"SM-GE646_S187_E1-50"
"3800",13,13,"SM-GE646_S188_E1-50"
"3801",16,16,"SM-GE646_S189_E1-50"
"3802",1,1,"SM-GE646_S190_E1-50"
"3803",16,16,"SM-GE646_S191_E1-50"
"3804",16,16,"SM-GE646_S192_E1-50"
"3805",-1,15,"SM-GE647_S001_E1-50"
"3806",19,19,"SM-GE647_S002_E1-50"
"3807",1,1,"SM-GE647_S003_E1-50"
"3808",17,17,"SM-GE647_S004_E1-50"
"3809",-1,12,"SM-GE647_S005_E1-50"
"3810",13,13,"SM-GE647_S006_E1-50"
"3811",-1,17,"SM-GE647_S007_E1-50"
"3812",13,13,"SM-GE647_S008_E1-50"
"3813",-1,12,"SM-GE647_S009_E1-50"
"3814",-1,17,"SM-GE647_S010_E1-50"
"3815",1,1,"SM-GE647_S011_E1-50"
"3816",12,12,"SM-GE647_S012_E1-50"
"3817",12,12,"SM-GE647_S013_E1-50"
"3818",7,7,"SM-GE647_S014_E1-50"
"3819",18,18,"SM-GE647_S015_E1-50"
"3820",-1,21,"SM-GE647_S016_E1-50"
"3821",1,1,"SM-GE647_S017_E1-50"
"3822",17,17,"SM-GE647_S018_E1-50"
"3823",12,12,"SM-GE647_S019_E1-50"
"3824",-1,12,"SM-GE647_S020_E1-50"
"3825",-1,19,"SM-GE647_S021_E1-50"
"3826",-1,13,"SM-GE647_S022_E1-50"
"3827",12,12,"SM-GE647_S023_E1-50"
"3828",-1,13,"SM-GE647_S025_E1-50"
"3829",14,14,"SM-GE647_S026_E1-50"
"3830",14,14,"SM-GE647_S027_E1-50"
"3831",-1,19,"SM-GE647_S028_E1-50"
"3832",-1,19,"SM-GE647_S029_E1-50"
"3833",9,9,"SM-GE647_S030_E1-50"
"3834",2,2,"SM-GE647_S031_E1-50"
"3835",14,14,"SM-GE647_S032_E1-50"
"3836",-1,19,"SM-GE647_S033_E1-50"
"3837",10,10,"SM-GE647_S034_E1-50"
"3838",-1,19,"SM-GE647_S035_E1-50"
"3839",-1,2,"SM-GE647_S036_E1-50"
"3840",-1,17,"SM-GE647_S037_E1-50"
"3841",-1,14,"SM-GE647_S038_E1-50"
"3842",-1,19,"SM-GE647_S039_E1-50"
"3843",-1,19,"SM-GE647_S040_E1-50"
"3844",14,14,"SM-GE647_S041_E1-50"
"3845",-1,19,"SM-GE647_S042_E1-50"
"3846",-1,17,"SM-GE647_S043_E1-50"
"3847",3,3,"SM-GE647_S044_E1-50"
"3848",-1,19,"SM-GE647_S045_E1-50"
"3849",-1,19,"SM-GE647_S046_E1-50"
"3850",19,19,"SM-GE647_S048_E1-50"
"3851",16,16,"SM-GE647_S049_E1-50"
"3852",21,21,"SM-GE647_S051_E1-50"
"3853",-1,19,"SM-GE647_S052_E1-50"
"3854",-1,17,"SM-GE647_S053_E1-50"
"3855",16,16,"SM-GE647_S054_E1-50"
"3856",16,16,"SM-GE647_S055_E1-50"
"3857",-1,19,"SM-GE647_S056_E1-50"
"3858",21,21,"SM-GE647_S057_E1-50"
"3859",21,21,"SM-GE647_S058_E1-50"
