"25",2,3,3,2,3,1,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15396_S53_E1-50"
"26",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,11,11,5,7,12,8,17,10,11,12,26,18,20,21,22,7,"LS-15396_S54_E1-50"
"27",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15396_S55_E1-50"
"28",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15396_S56_E1-50"
"29",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15396_S57_E1-50"
"30",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,5,5,5,4,5,7,6,3,5,8,12,7,12,10,6,8,10,13,18,11,13,11,25,19,19,23,20,8,"LS-15396_S58_E1-50"
"31",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,14,17,17,26,18,25,28,27,25,32,33,26,29,33,37,32,26,35,37,38,41,40,39,45,32,"LS-15396_S59_E1-50"
"32",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,18,19,20,23,22,22,20,25,24,28,26,23,29,25,31,31,32,33,33,25,"LS-15396_S60_E1-50"
"33",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,15,13,18,15,18,19,26,20,24,29,26,26,31,28,25,30,31,36,31,27,33,36,39,42,38,40,43,30,"LS-15396_S61_E1-50"
"34",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15396_S62_E1-50"
"35",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,3,5,3,4,4,4,5,3,3,5,6,8,5,5,10,7,7,7,4,7,6,5,6,8,8,7,9,6,10,7,17,"LS-15396_S63_E1-50"
"36",2,2,2,5,2,3,3,6,7,9,8,13,9,14,9,16,17,17,20,18,22,17,24,22,23,23,26,23,28,28,26,27,29,31,29,29,28,33,36,34,32,32,35,37,34,28,"LS-15396_S64_E1-50"
"37",1,3,4,2,2,3,3,6,8,9,8,11,11,13,10,15,12,18,16,16,19,18,20,23,21,21,19,20,21,24,23,23,21,26,25,27,38,30,30,26,42,35,33,34,38,35,"LS-15396_S73_E1-50"
"38",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15396_S74_E1-50"
"39",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15396_S75_E1-50"
"40",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15396_S76_E1-50"
"41",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15396_S77_E1-50"
"42",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,15,17,17,26,18,25,28,27,25,32,33,26,29,32,37,32,25,35,37,38,40,39,39,44,31,"LS-15396_S78_E1-50"
"43",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15396_S79_E1-50"
"44",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,14,11,18,13,19,18,25,19,23,27,25,27,30,32,24,28,30,35,29,24,32,35,37,39,37,38,42,29,"LS-15396_S80_E1-50"
"45",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,5,5,5,3,5,7,6,4,5,8,12,7,12,10,6,8,10,13,18,11,13,11,25,19,19,23,20,8,"LS-15396_S81_E1-50"
"46",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,19,41,12,16,15,17,14,47,"LS-15396_S82_E1-50"
"47",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,18,19,20,23,22,22,20,25,24,28,26,23,29,25,31,31,32,33,33,25,"LS-15396_S83_E1-50"
"48",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15396_S84_E1-50"
"49",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15396_S85_E1-50"
"50",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,14,17,17,26,18,25,28,27,25,32,33,26,29,33,37,32,26,35,37,38,41,40,39,45,32,"LS-15396_S86_E1-50"
"51",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,19,20,20,24,23,23,21,26,25,27,27,29,30,27,42,36,34,35,39,26,"LS-15396_S87_E1-50"
"52",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,19,41,12,16,15,17,14,47,"LS-15396_S88_E1-50"
"53",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,14,11,18,13,19,18,25,19,23,27,25,27,30,32,24,28,30,35,29,24,32,35,37,39,37,38,42,29,"LS-15398_S17_E1-50"
"54",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15398_S18_E1-50"
"55",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,15,13,18,15,18,19,26,20,24,29,26,26,31,28,25,30,31,36,31,27,33,36,39,42,38,40,43,30,"LS-15398_S19_E1-50"
"56",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15398_S20_E1-50"
"57",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15398_S21_E1-50"
"58",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,12,11,5,7,12,8,17,10,12,12,26,18,20,21,22,7,"LS-15398_S22_E1-50"
"59",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,19,20,20,24,23,23,21,26,25,27,27,29,30,27,42,36,34,35,39,26,"LS-15398_S23_E1-50"
"60",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,14,11,18,13,19,18,25,19,23,27,25,27,30,32,24,28,30,35,29,24,32,35,37,39,37,38,42,29,"LS-15398_S24_E1-50"
"61",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15398_S25_E1-50"
"62",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,18,19,20,23,22,22,20,25,24,28,26,23,29,25,31,31,32,33,33,25,"LS-15398_S26_E1-50"
"63",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,15,13,18,15,18,19,26,20,24,29,26,26,31,28,25,30,31,36,31,27,33,36,39,42,38,40,43,30,"LS-15398_S27_E1-50"
"64",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,15,17,17,26,18,25,28,27,25,32,33,26,29,32,37,32,25,35,37,38,40,39,39,44,31,"LS-15398_S28_E1-50"
"65",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15398_S29_E1-50"
"66",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15398_S30_E1-50"
"67",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,14,17,17,26,18,25,28,27,25,32,33,26,29,33,37,32,26,35,37,38,41,40,39,45,32,"LS-15398_S31_E1-50"
"68",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15398_S32_E1-50"
"69",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15500_S09_E1-50"
"70",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15500_S10_E1-50"
"71",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,14,11,18,13,19,18,25,19,23,27,25,27,30,32,24,28,30,35,29,24,32,35,37,39,37,38,42,29,"LS-15500_S11_E1-50"
"72",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15500_S12_E1-50"
"73",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,15,13,18,15,18,19,26,20,24,29,26,26,31,28,25,30,31,36,31,27,33,36,39,42,38,40,43,30,"LS-15500_S13_E1-50"
"74",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15500_S14_E1-50"
"75",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15500_S15_E1-50"
"76",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,15,17,17,26,18,25,28,27,25,32,33,26,29,32,37,32,26,35,37,38,40,40,39,44,31,"LS-15500_S16_E1-50"
"77",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,14,17,17,26,18,25,28,27,25,32,33,26,29,33,37,32,26,35,37,38,41,40,39,45,32,"LS-15500_S18_E1-50"
"78",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,14,17,17,26,18,25,28,27,25,32,33,26,29,33,37,32,26,35,37,38,41,40,39,45,32,"LS-15500_S19_E1-50"
"79",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,46,"LS-15500_S20_E1-50"
"80",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,15,13,18,15,18,19,26,20,24,29,26,26,31,28,25,30,31,36,31,27,33,36,39,42,38,40,43,30,"LS-15500_S21_E1-50"
"81",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,19,41,12,16,15,17,14,47,"LS-15500_S22_E1-50"
"82",2,3,3,2,3,2,5,7,9,8,9,7,5,5,5,7,7,8,6,7,10,9,10,10,12,12,11,12,15,16,16,14,32,16,13,17,12,16,20,41,13,17,16,18,14,47,"LS-15500_S23_E1-50"
"83",2,3,3,1,1,1,1,1,2,3,2,2,2,2,3,3,4,6,4,6,6,4,4,9,7,3,4,6,8,9,10,6,4,10,9,9,19,8,9,7,22,21,21,19,23,10,"LS-15500_S24_E1-50"
"84",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,19,20,20,24,23,23,21,26,25,27,27,29,30,27,42,36,34,35,39,26,"LS-15500_S25_E1-50"
"85",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,15,13,18,15,18,19,26,20,24,29,26,26,31,28,25,30,31,36,31,27,33,36,39,42,38,40,43,30,"LS-15500_S26_E1-50"
"86",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,12,11,5,7,12,8,17,10,12,12,26,18,20,21,22,7,"LS-15500_S27_E1-50"
"87",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,10,7,5,7,4,7,6,5,6,8,8,7,9,6,10,7,16,"LS-15500_S28_E1-50"
"88",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,14,13,15,12,17,15,17,17,26,18,25,28,27,25,32,33,26,29,32,37,32,26,35,37,38,41,40,39,45,32,"LS-15500_S29_E1-50"
"89",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,14,11,18,13,19,18,25,19,23,27,25,27,30,32,24,28,30,35,29,24,32,35,37,39,37,38,42,29,"LS-15500_S30_E1-50"
"90",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,11,11,4,9,11,11,17,9,11,13,26,20,17,20,22,6,"LS-15500_S31_E1-50"
"91",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15500_S32_E1-50"
"92",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S25_E1-50"
"93",2,2,2,5,2,3,3,6,7,9,8,13,9,14,9,16,17,17,20,18,22,17,24,22,23,23,26,23,28,28,26,27,29,31,29,29,28,33,36,34,32,32,35,37,34,28,"LS-15501_S26_E1-50"
"94",2,3,4,2,2,3,3,6,8,9,8,12,10,15,11,17,16,19,18,15,20,19,21,24,24,17,21,26,24,22,24,26,30,27,22,26,25,22,31,31,30,30,31,36,32,24,"LS-15501_S28_E1-50"
"95",2,3,3,2,3,2,4,9,10,10,4,4,8,8,14,10,9,10,10,19,12,12,13,13,15,25,13,15,17,18,17,16,34,19,17,20,8,13,17,39,10,13,11,15,10,19,"LS-15501_S29_E1-50"
"96",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,23,25,26,16,21,"LS-15501_S30_E1-50"
"97",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,23,25,26,16,21,"LS-15501_S31_E1-50"
"98",2,2,2,5,2,3,3,6,7,9,8,13,9,14,9,16,17,17,20,18,22,17,24,22,23,23,26,23,28,28,26,27,29,31,29,29,28,33,36,34,32,32,35,37,34,28,"LS-15501_S32_E1-50"
"99",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,23,25,26,16,21,"LS-15501_S33_E1-50"
"100",1,1,1,3,5,5,7,5,5,5,12,10,14,12,7,14,15,14,14,11,18,13,19,18,25,19,23,27,25,27,30,32,24,28,30,35,29,24,32,35,37,39,37,38,42,29,"LS-15501_S34_E1-50"
"101",2,3,3,2,3,2,4,9,10,10,4,4,8,8,14,10,9,10,10,19,12,12,13,13,15,27,14,15,17,18,18,16,34,19,17,20,8,13,17,39,10,13,11,15,10,19,"LS-15501_S35_E1-50"
"102",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,23,25,26,16,21,"LS-15501_S37_E1-50"
"103",2,3,3,1,1,1,1,1,2,3,2,2,3,2,2,2,2,4,3,4,3,6,3,4,8,9,9,4,4,11,6,5,8,6,6,7,6,5,7,10,6,10,9,8,6,15,"LS-15501_S38_E1-50"
"104",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,19,20,20,24,23,23,21,26,25,27,27,29,30,27,42,36,34,35,39,26,"LS-15501_S39_E1-50"
"105",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,23,25,26,16,21,"LS-15501_S40_E1-50"
"106",2,3,3,2,3,2,4,9,10,10,4,4,8,8,14,10,9,10,10,19,12,12,13,13,15,27,14,14,17,18,18,16,34,19,17,20,8,13,17,39,10,13,11,15,10,19,"LS-15501_S42_E1-50"
"107",2,3,4,2,2,3,3,6,8,9,8,12,10,15,11,17,13,19,17,15,20,20,22,25,19,16,22,25,29,29,25,24,28,33,23,31,35,35,40,33,34,34,41,45,36,38,"LS-15501_S43_E1-50"
"108",1,3,4,2,2,3,3,6,8,9,8,11,11,13,8,15,12,15,19,16,19,16,20,20,18,15,18,19,20,23,22,22,20,25,24,28,26,23,29,25,31,31,32,33,33,25,"LS-15501_S44_E1-50"
"109",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S45_E1-50"
"110",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S46_E1-50"
"111",1,1,1,5,5,5,7,5,5,6,12,10,14,12,7,14,18,14,15,13,16,15,23,19,26,18,25,29,27,25,29,31,23,30,28,32,30,28,34,30,40,43,40,41,46,35,"LS-15501_S47_E1-50"
"112",2,2,2,5,2,3,3,6,7,9,8,13,9,14,9,16,17,17,20,18,22,17,24,22,23,23,26,23,28,28,26,27,29,31,29,29,28,33,36,34,32,32,35,37,34,28,"LS-15501_S48_E1-50"
"113",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,23,25,26,16,21,"LS-15501_S73_E1-50"
"114",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S74_E1-50"
"115",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,12,11,5,7,12,8,17,10,12,12,26,18,20,21,22,7,"LS-15501_S75_E1-50"
"116",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,12,11,5,7,12,8,17,10,12,12,26,18,20,21,22,7,"LS-15501_S76_E1-50"
"117",2,2,2,5,2,3,3,6,7,9,8,13,9,14,9,16,17,17,20,18,22,17,24,22,23,23,26,23,28,28,26,27,29,31,29,29,28,33,36,34,32,32,35,37,34,28,"LS-15501_S77_E1-50"
"118",2,3,3,1,1,1,1,1,2,3,2,2,2,3,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,12,11,5,7,12,8,17,10,12,12,26,18,20,21,22,7,"LS-15501_S78_E1-50"
"119",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S80_E1-50"
"120",2,3,4,2,2,3,3,6,8,9,8,12,10,15,11,17,16,19,18,15,20,19,21,24,24,17,21,26,24,22,24,26,30,27,22,26,25,22,31,31,30,30,31,36,32,24,"LS-15501_S81_E1-50"
"121",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S82_E1-50"
"122",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S83_E1-50"
"123",2,3,3,2,3,2,4,9,10,11,5,5,6,9,13,12,10,11,11,20,14,21,16,15,17,24,16,17,18,19,19,18,16,21,21,23,14,20,23,20,19,22,26,26,16,21,"LS-15501_S84_E1-50"
"124",2,3,3,1,1,1,1,1,2,3,2,2,2,2,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,11,11,4,9,11,11,21,9,11,13,26,20,17,20,19,6,"LS-15501_S85_E1-50"
"125",2,3,3,1,1,1,1,1,2,3,2,2,2,2,3,3,4,6,4,6,6,4,4,8,7,3,4,6,6,8,11,11,4,9,11,11,21,9,11,13,24,20,17,20,19,6,"LS-15501_S86_E1-50"
