"2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "cells"
"135" 1 1 3 2 2 2 4 4 8 9 4 3 6 7 7 7 5 7 7 10 8 11 12 7 11 13 "LS-15510_S08_E1-50"
"136" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 3 2 6 5 5 6 4 9 4 8 9 "LS-15510_S09_E1-50"
"137" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 3 2 6 5 5 6 4 9 4 8 9 "LS-15510_S10_E1-50"
"138" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 3 2 6 5 5 6 4 9 4 8 9 "LS-15510_S11_E1-50"
"139" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 3 2 6 5 5 6 4 9 4 8 9 "LS-15510_S12_E1-50"
"140" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 3 2 6 5 5 6 4 9 4 8 9 "LS-15510_S13_E1-50"
"141" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 4 3 3 7 4 7 5 6 5 5 "LS-15510_S14_E1-50"
"142" 1 1 3 2 2 2 4 4 8 9 4 3 6 7 7 7 5 7 7 10 8 11 12 7 11 13 "LS-15510_S15_E1-50"
"143" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 3 2 6 5 5 6 4 9 4 8 9 "LS-15510_S16_E1-50"
"144" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S17_E1-50"
"145" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S18_E1-50"
"146" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S19_E1-50"
"147" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S20_E1-50"
"148" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S21_E1-50"
"149" 1 1 4 5 6 6 3 3 7 7 8 13 14 13 14 16 12 19 16 21 22 23 24 19 21 20 "LS-15510_S22_E1-50"
"150" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S23_E1-50"
"151" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S24_E1-50"
"152" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S25_E1-50"
"153" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S26_E1-50"
"154" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S27_E1-50"
"155" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S28_E1-50"
"156" 1 1 3 1 6 7 7 8 5 10 11 5 10 10 11 11 8 12 10 12 11 13 13 11 16 14 "LS-15510_S29_E1-50"
"157" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S30_E1-50"
