"","-28","-27","-26","-25","-24","-23","-22","-21","-20","-19","-18","-17","-16","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","cells"
"81",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,3,1,1,"SM-GE64R_S101_E1-50"
"82",1,3,1,1,5,7,4,6,8,9,9,8,11,13,14,7,5,6,6,8,8,8,8,7,10,9,8,9,8,10,11,9,8,8,13,2,13,12,12,11,36,8,14,5,15,11,7,5,10,"SM-GE64R_S102_E1-50"
"83",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S103_E1-50"
"84",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,6,10,30,9,10,8,10,33,2,10,3,2,2,3,1,1,"SM-GE64R_S104_E1-50"
"85",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S105_E1-50"
"86",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,13,6,9,30,8,9,10,9,33,2,9,2,1,1,3,3,3,"SM-GE64R_S106_E1-50"
"87",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,3,1,1,"SM-GE64R_S107_E1-50"
"88",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S108_E1-50"
"89",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,13,6,9,30,8,9,10,9,33,2,9,2,1,1,3,3,3,"SM-GE64R_S109_E1-50"
"90",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S110_E1-50"
"91",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S111_E1-50"
"92",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S112_E1-50"
"93",1,3,1,1,5,7,4,6,8,9,9,8,11,13,14,7,5,6,6,8,8,8,8,7,10,9,8,9,8,10,11,9,8,8,13,2,13,12,12,11,36,8,14,5,15,11,7,5,9,"SM-GE64R_S113_E1-50"
"94",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,13,6,9,30,8,9,10,9,33,2,9,2,1,1,3,3,3,"SM-GE64R_S114_E1-50"
"95",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,13,6,9,30,8,9,10,9,33,2,9,2,1,1,3,3,3,"SM-GE64R_S115_E1-50"
"96",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,3,1,1,"SM-GE64R_S116_E1-50"
"97",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S117_E1-50"
"98",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S118_E1-50"
"99",1,3,1,1,5,6,2,5,7,8,8,7,9,3,12,4,3,3,5,5,6,5,5,5,7,5,6,6,6,7,6,8,12,5,10,30,9,10,8,10,32,2,10,3,2,2,2,1,1,"SM-GE64R_S119_E1-50"
