"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"613",26,33,35,31,19,25,9,7,17,22,20,14,7,15,17,16,7,9,1,8,9,12,12,2,9,12,11,9,14,"SM-GE64G_S010_E1-50"
"614",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S011_E1-50"
"615",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S012_E1-50"
"616",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S013_E1-50"
"617",40,36,26,3,26,28,22,20,20,6,14,19,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S014_E1-50"
"618",44,34,10,13,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE64G_S015_E1-50"
"619",32,4,18,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S016_E1-50"
"620",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S018_E1-50"
"621",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S019_E1-50"
"622",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S020_E1-50"
"623",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S021_E1-50"
"624",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S022_E1-50"
"625",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S023_E1-50"
"626",34,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S024_E1-50"
"627",4,28,9,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64G_S025_E1-50"
"628",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S026_E1-50"
"629",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S027_E1-50"
"630",4,28,9,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64G_S028_E1-50"
"631",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S029_E1-50"
"632",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S030_E1-50"
"633",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S031_E1-50"
"634",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S032_E1-50"
"635",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S033_E1-50"
"636",39,3,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE64G_S034_E1-50"
"637",33,35,34,25,19,25,9,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S035_E1-50"
"638",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S036_E1-50"
"639",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S037_E1-50"
"640",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S038_E1-50"
"641",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S039_E1-50"
"642",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S040_E1-50"
"643",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S041_E1-50"
"644",30,22,21,18,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S042_E1-50"
"645",23,10,22,12,22,11,19,18,18,8,1,11,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE64G_S043_E1-50"
"646",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S044_E1-50"
"647",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S045_E1-50"
"648",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S046_E1-50"
"649",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S049_E1-50"
"650",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S050_E1-50"
"651",18,19,28,10,2,7,23,2,7,2,3,3,8,1,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S051_E1-50"
"652",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S052_E1-50"
"653",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S053_E1-50"
"654",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S054_E1-50"
"655",18,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S055_E1-50"
"656",30,22,21,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE64G_S056_E1-50"
"657",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S057_E1-50"
"658",42,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S058_E1-50"
"659",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S060_E1-50"
"660",2,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S061_E1-50"
"661",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S062_E1-50"
"662",33,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S063_E1-50"
"663",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S064_E1-50"
"664",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S065_E1-50"
"665",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S066_E1-50"
"666",33,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S067_E1-50"
"667",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S068_E1-50"
"668",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S069_E1-50"
"669",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S070_E1-50"
"670",2,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S071_E1-50"
"671",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S072_E1-50"
"672",29,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S073_E1-50"
"673",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S075_E1-50"
"674",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S077_E1-50"
"675",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S078_E1-50"
"676",26,35,34,22,19,25,9,11,1,12,8,6,6,17,12,16,4,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S080_E1-50"
"677",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S081_E1-50"
"678",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE64G_S082_E1-50"
"679",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S083_E1-50"
"680",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S084_E1-50"
"681",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S085_E1-50"
"682",8,11,29,33,25,14,8,11,17,22,20,14,19,17,12,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S086_E1-50"
"683",37,33,35,31,19,25,9,7,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,3,5,"SM-GE64G_S087_E1-50"
"684",40,36,26,3,26,28,22,20,20,6,14,19,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S088_E1-50"
"685",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE64G_S089_E1-50"
"686",8,11,29,33,25,14,8,11,17,22,20,14,19,17,12,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S091_E1-50"
"687",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S092_E1-50"
"688",5,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S093_E1-50"
"689",48,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S094_E1-50"
"690",39,3,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE64G_S095_E1-50"
"691",47,39,32,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE64G_S096_E1-50"
"692",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S098_E1-50"
"693",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S099_E1-50"
"694",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S100_E1-50"
"695",34,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S101_E1-50"
"696",34,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S102_E1-50"
"697",4,28,9,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64G_S103_E1-50"
"698",9,22,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S104_E1-50"
"699",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S113_E1-50"
"700",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S114_E1-50"
"701",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S115_E1-50"
"702",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S116_E1-50"
"703",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S117_E1-50"
"704",34,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S118_E1-50"
"705",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S119_E1-50"
"706",9,22,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S120_E1-50"
"707",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S121_E1-50"
"708",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S122_E1-50"
"709",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64G_S123_E1-50"
"710",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S124_E1-50"
"711",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S126_E1-50"
"712",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64G_S127_E1-50"
"713",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S128_E1-50"
"714",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S129_E1-50"
"715",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S130_E1-50"
"716",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S131_E1-50"
"717",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE64G_S132_E1-50"
"718",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S133_E1-50"
"719",25,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S134_E1-50"
"720",29,14,27,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S137_E1-50"
"721",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S138_E1-50"
"722",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S139_E1-50"
"723",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE64G_S140_E1-50"
"724",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S141_E1-50"
"725",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S142_E1-50"
"726",18,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S143_E1-50"
"727",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S144_E1-50"
"728",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64G_S145_E1-50"
"729",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S146_E1-50"
"730",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S147_E1-50"
"731",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE64G_S149_E1-50"
"732",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S150_E1-50"
"733",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S151_E1-50"
"734",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE64G_S152_E1-50"
"735",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S154_E1-50"
"736",2,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S155_E1-50"
"737",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S157_E1-50"
"738",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S158_E1-50"
"739",42,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S159_E1-50"
"740",5,35,34,22,25,14,8,11,17,22,20,14,19,17,12,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S160_E1-50"
"741",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S162_E1-50"
"742",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S163_E1-50"
"743",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE64G_S164_E1-50"
"744",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S166_E1-50"
"745",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S167_E1-50"
"746",3,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE64G_S168_E1-50"
"747",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S169_E1-50"
"748",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S170_E1-50"
"749",4,28,9,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64G_S171_E1-50"
"750",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S172_E1-50"
"751",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S173_E1-50"
"752",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S174_E1-50"
"753",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S175_E1-50"
"754",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S176_E1-50"
"755",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S179_E1-50"
"756",48,2,8,1,21,26,22,20,20,6,11,4,1,6,1,1,11,1,3,1,13,10,13,13,11,13,1,2,13,"SM-GE64G_S180_E1-50"
"757",33,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S181_E1-50"
"758",5,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S182_E1-50"
"759",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S183_E1-50"
"760",39,3,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE64G_S184_E1-50"
"761",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64G_S185_E1-50"
"762",33,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64G_S186_E1-50"
"763",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64G_S187_E1-50"
"764",48,2,8,1,21,26,22,20,20,6,11,4,1,6,1,1,11,1,3,1,13,10,13,13,11,13,1,2,13,"SM-GE64G_S188_E1-50"
"765",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,2,9,8,1,1,1,2,14,4,3,"SM-GE64G_S189_E1-50"
"766",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64G_S190_E1-50"
"767",45,40,36,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE64G_S191_E1-50"
"768",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE64G_S192_E1-50"
"769",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64H_S001_E1-50"
"770",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64H_S002_E1-50"
"771",33,35,34,25,19,25,9,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE64H_S003_E1-50"
"772",30,22,11,21,18,23,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,10,8,11,9,10,1,"SM-GE64H_S004_E1-50"
"773",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE64H_S005_E1-50"
"774",34,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S006_E1-50"
"775",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S007_E1-50"
"776",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE64H_S008_E1-50"
"777",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64H_S009_E1-50"
"778",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S011_E1-50"
"779",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S012_E1-50"
"780",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64H_S015_E1-50"
"781",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE64H_S025_E1-50"
"782",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S026_E1-50"
"783",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64H_S027_E1-50"
"784",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE64H_S028_E1-50"
"785",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE64H_S029_E1-50"
"786",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S030_E1-50"
"787",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE64H_S031_E1-50"
