"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"5144",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66P_S101_E1-50"
"5145",10,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66P_S102_E1-50"
"5146",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S103_E1-50"
"5147",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66P_S104_E1-50"
"5148",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE66P_S105_E1-50"
"5149",18,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S106_E1-50"
"5150",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S107_E1-50"
"5151",25,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S108_E1-50"
"5152",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S109_E1-50"
"5153",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,8,9,12,12,2,9,12,11,9,14,"SM-GE66P_S110_E1-50"
"5154",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE66P_S111_E1-50"
"5155",9,22,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S112_E1-50"
"5156",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE66P_S121_E1-50"
"5157",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE66P_S122_E1-50"
"5158",23,10,22,12,22,11,19,18,18,8,1,11,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S123_E1-50"
"5159",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S124_E1-50"
"5160",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S125_E1-50"
"5161",30,22,11,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66P_S126_E1-50"
"5162",38,32,37,15,26,28,22,20,20,6,14,19,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66P_S127_E1-50"
"5163",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S128_E1-50"
"5164",30,22,11,21,18,23,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S130_E1-50"
"5165",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66P_S131_E1-50"
"5166",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66P_S132_E1-50"
"5167",23,10,22,12,22,11,19,18,18,8,1,11,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S133_E1-50"
"5168",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S134_E1-50"
"5169",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S135_E1-50"
"5170",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S137_E1-50"
"5171",48,2,8,1,21,26,22,20,20,6,11,4,1,6,1,1,11,1,3,1,13,10,13,13,11,13,1,2,13,"SM-GE66P_S138_E1-50"
"5172",48,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE66P_S139_E1-50"
"5173",46,38,17,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE66P_S140_E1-50"
"5174",48,2,8,1,21,26,22,20,20,6,11,4,1,6,1,1,11,1,3,13,13,10,13,13,11,13,1,2,13,"SM-GE66P_S141_E1-50"
"5175",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S142_E1-50"
"5176",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S143_E1-50"
"5177",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S144_E1-50"
"5178",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S145_E1-50"
"5179",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66P_S146_E1-50"
"5180",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66P_S148_E1-50"
"5181",40,36,26,3,26,28,22,20,20,6,14,19,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66P_S149_E1-50"
"5182",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66P_S150_E1-50"
"5183",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S151_E1-50"
"5184",46,27,19,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE66P_S152_E1-50"
"5185",29,14,27,8,9,24,20,9,6,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S153_E1-50"
"5186",18,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S154_E1-50"
"5187",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S155_E1-50"
"5188",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S156_E1-50"
"5189",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S157_E1-50"
"5190",23,10,22,12,22,11,19,18,18,8,1,11,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S158_E1-50"
"5191",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S159_E1-50"
"5192",30,22,11,7,2,17,23,2,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66P_S160_E1-50"
"5193",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S162_E1-50"
"5194",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S163_E1-50"
"5195",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S164_E1-50"
"5196",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S165_E1-50"
"5197",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S166_E1-50"
"5198",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S167_E1-50"
"5199",30,22,11,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66P_S168_E1-50"
"5200",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66P_S169_E1-50"
"5201",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S170_E1-50"
"5202",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S171_E1-50"
"5203",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66P_S172_E1-50"
"5204",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66P_S173_E1-50"
"5205",30,22,21,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66P_S174_E1-50"
"5206",30,22,11,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66P_S175_E1-50"
"5207",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S177_E1-50"
"5208",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S178_E1-50"
"5209",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S179_E1-50"
"5210",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S180_E1-50"
"5211",34,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S181_E1-50"
"5212",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S182_E1-50"
"5213",17,24,12,18,12,12,1,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S183_E1-50"
"5214",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66P_S184_E1-50"
"5215",47,39,32,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE66P_S185_E1-50"
"5216",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S186_E1-50"
"5217",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S187_E1-50"
"5218",30,26,21,17,13,3,7,10,10,13,4,10,2,5,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66P_S188_E1-50"
"5219",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66P_S189_E1-50"
"5220",33,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66P_S190_E1-50"
"5221",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66P_S191_E1-50"
"5222",30,22,11,21,18,23,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66P_S192_E1-50"
"5223",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66A_S001_E1-50"
"5224",46,27,19,9,10,9,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,13,8,3,10,5,5,11,11,"SM-GE66A_S002_E1-50"
"5225",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S003_E1-50"
"5226",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S004_E1-50"
"5227",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S005_E1-50"
"5228",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S006_E1-50"
"5229",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S007_E1-50"
"5230",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S008_E1-50"
"5231",46,27,19,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE66A_S009_E1-50"
"5232",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S010_E1-50"
"5233",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S011_E1-50"
"5234",10,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S012_E1-50"
"5235",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66A_S013_E1-50"
"5236",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66A_S014_E1-50"
"5237",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S015_E1-50"
"5238",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S016_E1-50"
"5239",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S017_E1-50"
"5240",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S020_E1-50"
"5241",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S021_E1-50"
"5242",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S022_E1-50"
"5243",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66A_S023_E1-50"
"5244",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE66A_S024_E1-50"
"5245",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66A_S033_E1-50"
"5246",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S034_E1-50"
"5247",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S035_E1-50"
"5248",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66A_S036_E1-50"
"5249",25,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S037_E1-50"
"5250",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S038_E1-50"
"5251",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S039_E1-50"
"5252",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S040_E1-50"
"5253",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S041_E1-50"
"5254",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S042_E1-50"
"5255",30,22,21,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66A_S043_E1-50"
"5256",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S044_E1-50"
"5257",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S045_E1-50"
"5258",23,10,22,12,22,11,19,18,18,8,1,11,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66A_S046_E1-50"
"5259",32,4,18,24,18,7,6,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S047_E1-50"
"5260",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE66A_S048_E1-50"
"5261",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S049_E1-50"
"5262",29,14,27,16,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S050_E1-50"
"5263",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE66A_S051_E1-50"
"5264",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S052_E1-50"
"5265",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S053_E1-50"
"5266",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S054_E1-50"
"5267",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66A_S055_E1-50"
"5268",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S056_E1-50"
"5269",17,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S057_E1-50"
"5270",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66A_S058_E1-50"
"5271",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66A_S059_E1-50"
"5272",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S060_E1-50"
"5273",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE66A_S061_E1-50"
"5274",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66A_S062_E1-50"
"5275",17,24,12,18,12,12,1,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66A_S063_E1-50"
"5276",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S064_E1-50"
"5277",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S065_E1-50"
"5278",32,4,18,24,18,7,6,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S066_E1-50"
"5279",33,35,34,25,19,25,9,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S067_E1-50"
"5280",30,22,11,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66A_S068_E1-50"
"5281",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S069_E1-50"
"5282",30,22,11,21,18,23,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S070_E1-50"
"5283",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE66A_S071_E1-50"
"5284",4,28,9,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE66A_S072_E1-50"
"5285",32,4,18,24,18,7,6,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S073_E1-50"
"5286",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,9,8,9,12,12,11,9,12,11,9,14,"SM-GE66A_S074_E1-50"
"5287",32,4,18,24,18,7,6,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S075_E1-50"
"5288",33,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S076_E1-50"
"5289",34,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S077_E1-50"
"5290",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S078_E1-50"
"5291",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66A_S079_E1-50"
"5292",42,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66A_S080_E1-50"
"5293",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE66A_S081_E1-50"
"5294",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE66A_S082_E1-50"
"5295",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S083_E1-50"
"5296",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S084_E1-50"
"5297",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S085_E1-50"
"5298",33,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S086_E1-50"
"5299",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S087_E1-50"
"5300",5,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S088_E1-50"
"5301",42,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66A_S089_E1-50"
"5302",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,7,12,9,8,3,12,15,2,3,3,3,9,14,"SM-GE66A_S090_E1-50"
"5303",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE66A_S091_E1-50"
"5304",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S092_E1-50"
"5305",42,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE66A_S093_E1-50"
"5306",30,22,21,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE66A_S095_E1-50"
"5307",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE66A_S096_E1-50"
"5308",34,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S097_E1-50"
"5309",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE66A_S098_E1-50"
"5310",46,38,17,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE66A_S099_E1-50"
"5311",3,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE66A_S100_E1-50"
"5312",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE66A_S101_E1-50"
"5313",46,38,17,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE66A_S102_E1-50"
"5314",48,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE66A_S103_E1-50"
"5315",40,36,26,3,26,28,22,20,20,6,14,19,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE66A_S104_E1-50"
"5316",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE66A_S105_E1-50"
