"clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"1" "Monocle_0" 6 79 972 11369 0.0705882352941176 0.078761850741431 "Monocle_0" NA
"2" "Monocle_1" 6 77 972 11369 0.072289156626506 0.078761850741431 "Monocle_1" NA
"3" "Monocle_10" 12 53 3091 9250 0.184615384615385 0.250465926586176 "Monocle_10" NA
"4" "Monocle_11" 12 51 3091 9250 0.19047619047619 0.250465926586176 "Monocle_11" NA
"5" "Monocle_12" 10 51 2499 9842 0.163934426229508 0.202495745887691 "Monocle_12" NA
"6" "Monocle_13" 10 49 2252 10089 0.169491525423729 0.182481160359776 "Monocle_13" NA
"7" "Monocle_14" 10 47 2299 10042 0.175438596491228 0.186289603759825 "Monocle_14" NA
"8" "Monocle_15" 12 43 3160 9181 0.218181818181818 0.25605704562029 "Monocle_15" NA
"9" "Monocle_16" 14 39 3538 8803 0.264150943396226 0.286686654241958 "Monocle_16" NA
"10" "Monocle_17" 14 37 3503 8838 0.274509803921569 0.283850579369581 "Monocle_17" NA
"11" "Monocle_18" 14 35 3503 8838 0.285714285714286 0.283850579369581 "Monocle_18" NA
"12" "Monocle_19" 10 37 2649 9692 0.212765957446809 0.214650352483591 "Monocle_19" NA
"13" "Monocle_2" 8 73 1417 10924 0.0987654320987654 0.114820516975934 "Monocle_2" NA
"14" "Monocle_20" 10 35 3254 9087 0.222222222222222 0.263673932420387 "Monocle_20" NA
"15" "Monocle_21" 10 33 3254 9087 0.232558139534884 0.263673932420387 "Monocle_21" NA
"16" "Monocle_22" 10 31 3689 8652 0.24390243902439 0.298922291548497 "Monocle_22" NA
"17" "Monocle_23" 8 31 2564 9777 0.205128205128205 0.207762742079248 "Monocle_23" NA
"18" "Monocle_24" 4 33 1349 10992 0.108108108108108 0.109310428652459 "Monocle_24" NA
"19" "Monocle_25" 6 29 1898 10443 0.171428571428571 0.153796288793453 "Monocle_25" NA
"20" "Monocle_26" 4 29 1487 10854 0.121212121212121 0.120492666720687 "Monocle_26" NA
"21" "Monocle_27" 4 27 2178 10163 0.129032258064516 0.176484887772466 "Monocle_27" NA
"22" "Monocle_28" 6 23 3527 8814 0.206896551724138 0.285795316424925 "Monocle_28" NA
"23" "Monocle_29" 6 21 3527 8814 0.222222222222222 0.285795316424925 "Monocle_29" NA
"24" "Monocle_3" 8 71 1417 10924 0.10126582278481 0.114820516975934 "Monocle_3" NA
"25" "Monocle_30" 6 19 3527 8814 0.24 0.285795316424925 "Monocle_30" NA
"26" "Monocle_31" 6 39 0 0 0.133333333333333 NA "Monocle_31" NA
"27" "Monocle_32" 6 39 0 0 0.133333333333333 NA "Monocle_32" NA
"28" "Monocle_33" 8 37 0 0 0.177777777777778 NA "Monocle_33" NA
"29" "Monocle_34" 8 37 0 0 0.177777777777778 NA "Monocle_34" NA
"30" "Monocle_35" 10 35 0 0 0.222222222222222 NA "Monocle_35" NA
"31" "Monocle_36" 12 60 0 0 0.166666666666667 NA "Monocle_36" NA
"32" "Monocle_37" 10 64 0 0 0.135135135135135 NA "Monocle_37" NA
"33" "Monocle_38" 8 68 0 0 0.105263157894737 NA "Monocle_38" NA
"34" "Monocle_39" 6 72 0 0 0.0769230769230769 NA "Monocle_39" NA
"35" "Monocle_4" 12 65 2230 10111 0.155844155844156 0.180698484725711 "Monocle_4" NA
"36" "Monocle_40" 8 72 0 0 0.1 NA "Monocle_40" NA
"37" "Monocle_5" 10 65 2192 10149 0.133333333333333 0.177619317721416 "Monocle_5" NA
"38" "Monocle_6" 8 65 1963 10378 0.10958904109589 0.159063284985009 "Monocle_6" NA
"39" "Monocle_7" 8 63 2139 10202 0.112676056338028 0.173324690057532 "Monocle_7" NA
"40" "Monocle_8" 10 59 2720 9621 0.144927536231884 0.220403532938984 "Monocle_8" NA
"41" "Monocle_9" 10 57 2720 9621 0.149253731343284 0.220403532938984 "Monocle_9" NA
"42" "sc3_0" 14 73 3148 9193 0.160919540229885 0.255084677092618 "sc3_0" NA
"43" "sc3_1" 14 71 3148 9193 0.164705882352941 0.255084677092618 "sc3_1" NA
"44" "sc3_10" 18 49 3927 8414 0.26865671641791 0.318207600680658 "sc3_10" NA
"45" "sc3_11" 16 49 2932 9409 0.246153846153846 0.237582043594522 "sc3_11" NA
"46" "sc3_12" 16 47 2932 9409 0.253968253968254 0.237582043594522 "sc3_12" NA
"47" "sc3_13" 16 45 2932 9409 0.262295081967213 0.237582043594522 "sc3_13" NA
"48" "sc3_14" 14 45 2983 9358 0.23728813559322 0.241714609837128 "sc3_14" NA
"49" "sc3_15" 18 39 3886 8455 0.315789473684211 0.314885341544445 "sc3_15" NA
"50" "sc3_16" 20 35 4296 8045 0.363636363636364 0.348107932906572 "sc3_16" NA
"51" "sc3_17" 20 33 6000 6341 0.377358490566038 0.486184263835994 "sc3_17" NA
"52" "sc3_18" 20 31 6417 5924 0.392156862745098 0.519974070172595 "sc3_18" NA
"53" "sc3_19" 18 31 5685 6656 0.36734693877551 0.460659589984604 "sc3_19" NA
