"clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"1" "Monocle.00" 6 79 972 11369 0.0705882352941176 0.078761850741431 "Monocle" "00"
"2" "Monocle.05" 8 76 1151 11190 0.0952380952380952 0.0932663479458715 "Monocle" "05"
"3" "Monocle.10" 8 74 1151 11190 0.0975609756097561 0.0932663479458715 "Monocle" "10"
"4" "Monocle.100" 16 18 7898 4443 0.470588235294118 0.639980552629447 "Monocle" "100"
"5" "Monocle.15" 8 71 1151 11190 0.10126582278481 0.0932663479458715 "Monocle" "15"
"6" "Monocle.20" 8 69 1151 11190 0.103896103896104 0.0932663479458715 "Monocle" "20"
"7" "Monocle.25" 8 67 1151 11190 0.106666666666667 0.0932663479458715 "Monocle" "25"
"8" "Monocle.30" 6 67 972 11369 0.0821917808219178 0.078761850741431 "Monocle" "30"
"9" "Monocle.35" 6 64 972 11369 0.0857142857142857 0.078761850741431 "Monocle" "35"
"10" "Monocle.40" 10 57 3516 8825 0.149253731343284 0.284903978607892 "Monocle" "40"
"11" "Monocle.45" 12 54 4411 7930 0.181818181818182 0.357426464630095 "Monocle" "45"
"12" "Monocle.50" 14 51 4992 7349 0.215384615384615 0.404505307511547 "Monocle" "50"
"13" "Monocle.55" 12 50 4911 7430 0.193548387096774 0.397941819949761 "Monocle" "55"
"14" "Monocle.60" 18 38 7041 5300 0.321428571428571 0.570537233611539 "Monocle" "60"
"15" "Monocle.65" 18 36 7186 5155 0.333333333333333 0.582286686654242 "Monocle" "65"
"16" "Monocle.70" 18 34 7368 4973 0.346153846153846 0.5970342759906 "Monocle" "70"
"17" "Monocle.75" 18 32 7524 4817 0.36 0.609675066850336 "Monocle" "75"
"18" "Monocle.80" 16 31 7449 4892 0.340425531914894 0.603597763552386 "Monocle" "80"
"19" "Monocle.85" 16 30 7449 4892 0.347826086956522 0.603597763552386 "Monocle" "85"
"20" "Monocle.90" 16 29 7629 4712 0.355555555555556 0.618183291467466 "Monocle" "90"
"21" "Monocle.95" 16 22 7822 4519 0.421052631578947 0.633822218620857 "Monocle" "95"
"22" "sc3.00" 14 73 3148 9193 0.160919540229885 0.255084677092618 "sc3" "00"
"23" "sc3.05" 12 74 2614 9727 0.13953488372093 0.211814277611215 "sc3" "05"
"24" "sc3.10" 10 75 2437 9904 0.117647058823529 0.197471841828053 "sc3" "10"
"25" "sc3.100" 20 15 9017 3324 0.571428571428571 0.730653917834859 "sc3" "100"
"26" "sc3.15" 10 75 2437 9904 0.117647058823529 0.197471841828053 "sc3" "15"
"27" "sc3.20" 10 74 2437 9904 0.119047619047619 0.197471841828053 "sc3" "20"
"28" "sc3.25" 10 74 2437 9904 0.119047619047619 0.197471841828053 "sc3" "25"
"29" "sc3.30" 10 72 2437 9904 0.121951219512195 0.197471841828053 "sc3" "30"
"30" "sc3.35" 10 71 2437 9904 0.123456790123457 0.197471841828053 "sc3" "35"
"31" "sc3.40" 10 70 2437 9904 0.125 0.197471841828053 "sc3" "40"
"32" "sc3.45" 10 70 2437 9904 0.125 0.197471841828053 "sc3" "45"
"33" "sc3.50" 10 68 2437 9904 0.128205128205128 0.197471841828053 "sc3" "50"
"34" "sc3.55" 10 68 2437 9904 0.128205128205128 0.197471841828053 "sc3" "55"
"35" "sc3.60" 14 62 4737 7604 0.184210526315789 0.383842476298517 "sc3" "60"
"36" "sc3.65" 16 58 5988 6353 0.216216216216216 0.485211895308322 "sc3" "65"
"37" "sc3.70" 16 52 6098 6243 0.235294117647059 0.494125273478648 "sc3" "70"
"38" "sc3.75" 16 47 6410 5931 0.253968253968254 0.51940685519812 "sc3" "75"
"39" "sc3.80" 16 45 6410 5931 0.262295081967213 0.51940685519812 "sc3" "80"
"40" "sc3.85" 16 43 6410 5931 0.271186440677966 0.51940685519812 "sc3" "85"
"41" "sc3.90" 18 39 7401 4940 0.315789473684211 0.599708289441698 "sc3" "90"
"42" "sc3.95" 20 26 8735 3606 0.434782608695652 0.707803257434568 "sc3" "95"
"43" "Seurat.00" 16 37 4075 8266 0.30188679245283 0.330200145855279 "Seurat" "00"
"44" "Seurat.05" 20 31 6381 5960 0.392156862745098 0.51705696458958 "Seurat" "05"
"45" "Seurat.10" 20 30 6557 5784 0.4 0.531318369662102 "Seurat" "10"
"46" "Seurat.100" 24 11 10000 2341 0.685714285714286 0.810307106393323 "Seurat" "100"
"47" "Seurat.15" 18 31 5255 7086 0.36734693877551 0.425816384409691 "Seurat" "15"
"48" "Seurat.20" 18 31 5255 7086 0.36734693877551 0.425816384409691 "Seurat" "20"
"49" "Seurat.25" 18 31 5255 7086 0.36734693877551 0.425816384409691 "Seurat" "25"
"50" "Seurat.30" 18 31 5255 7086 0.36734693877551 0.425816384409691 "Seurat" "30"
"51" "Seurat.35" 18 31 5255 7086 0.36734693877551 0.425816384409691 "Seurat" "35"
"52" "Seurat.40" 18 30 5255 7086 0.375 0.425816384409691 "Seurat" "40"
"53" "Seurat.45" 18 28 6934 5407 0.391304347826087 0.56186694757313 "Seurat" "45"
"54" "Seurat.50" 18 27 6934 5407 0.4 0.56186694757313 "Seurat" "50"
"55" "Seurat.55" 20 24 7255 5086 0.454545454545455 0.587877805688356 "Seurat" "55"
"56" "Seurat.60" 20 24 7255 5086 0.454545454545455 0.587877805688356 "Seurat" "60"
"57" "Seurat.65" 20 23 7612 4729 0.465116279069767 0.616805769386597 "Seurat" "65"
"58" "Seurat.70" 20 23 7612 4729 0.465116279069767 0.616805769386597 "Seurat" "70"
"59" "Seurat.75" 22 19 8415 3926 0.536585365853659 0.681873430029981 "Seurat" "75"
"60" "Seurat.80" 22 17 8951 3390 0.564102564102564 0.725305890932664 "Seurat" "80"
"61" "Seurat.85" 24 13 9811 2530 0.648648648648649 0.794992302082489 "Seurat" "85"
"62" "Seurat.90" 24 13 9811 2530 0.648648648648649 0.794992302082489 "Seurat" "90"
"63" "Seurat.95" 24 11 10000 2341 0.685714285714286 0.810307106393323 "Seurat" "95"
